"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/Worm_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.643059,-0.0290891,-0.765251,0,-0.00427042,-0.999389,0.0344007,0,-0.7658,-0.0188541,-0.642803,0,0.193434,-0.0365801,0.068766,1],initial_joint_pose:[0.31301,0.194648,-0.38795,-2.74978,-0.0270625,2.06228,0.727268],initial_x_ds:-0.98,initial_y_ds:-0.05,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:4,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
12040775,0.274577,0.682785,-0.31648,-1.888228,0.096724,1.654415,0.668057,0.633653,-0.027842,-0.773104,0,0.019811,-0.998431,0.052194,0,-0.773359,-0.048389,-0.632119,0,0.435231,-0.023081,0.062292,1,-0.012813,0.003998,0.131633,-0.01423,0.2918,-0.644583,-1.330834,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040776,0.274565,0.683023,-0.316478,-1.887803,0.096725,1.654197,0.668055,0.633632,-0.027843,-0.773121,0,0.019856,-0.998428,0.052231,0,-0.773375,-0.048447,-0.632095,0,0.435324,-0.023076,0.06229,1,-0.012438,0.004016,0.130732,-0.015086,0.331982,-0.605705,-1.233875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040777,0.274538,0.683251,-0.316475,-1.887383,0.096726,1.653978,0.668053,0.633614,-0.027853,-0.773135,0,0.019884,-0.998426,0.052265,0,-0.773389,-0.04849,-0.632075,0,0.435418,-0.023078,0.062291,1,-0.012063,0.00401,0.129842,-0.015803,0.377328,-0.56556,-1.128793,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040778,0.274523,0.68349,-0.316478,-1.886963,0.096727,1.653749,0.668052,0.633582,-0.027866,-0.773161,0,0.019919,-0.998423,0.052307,0,-0.773414,-0.048542,-0.632039,0,0.435508,-0.023078,0.062289,1,-0.011705,0.00401,0.128941,-0.016563,0.420778,-0.522997,-1.024324,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040779,0.274503,0.683723,-0.316481,-1.88653,0.096726,1.653519,0.66805,0.633561,-0.027877,-0.773178,0,0.019952,-0.99842,0.052347,0,-0.77343,-0.048592,-0.632016,0,0.435604,-0.023079,0.062292,1,-0.011321,0.004006,0.128024,-0.017394,0.4659,-0.470413,-0.922028,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040780,0.274476,0.683962,-0.316471,-1.886121,0.096725,1.653294,0.668049,0.63352,-0.027885,-0.773211,0,0.019985,-0.998417,0.052382,0,-0.773463,-0.048639,-0.631973,0,0.435688,-0.023078,0.062286,1,-0.010985,0.004008,0.127103,-0.018201,0.519262,-0.410652,-0.815482,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040781,0.274453,0.684205,-0.316473,-1.885695,0.096726,1.653065,0.668049,0.633488,-0.027902,-0.773236,0,0.020014,-0.998415,0.052425,0,-0.773488,-0.048687,-0.631938,0,0.435778,-0.023081,0.062284,1,-0.010623,0.003997,0.126175,-0.019014,0.577369,-0.348972,-0.68923,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040782,0.274427,0.684437,-0.316471,-1.885272,0.096728,1.652827,0.668049,0.633455,-0.027915,-0.773263,0,0.02004,-0.998412,0.05246,0,-0.773515,-0.048728,-0.631902,0,0.435868,-0.023082,0.062286,1,-0.010262,0.003994,0.125222,-0.019944,0.630492,-0.28677,-0.551258,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040783,0.274407,0.684678,-0.316465,-1.884846,0.096727,1.652586,0.668049,0.633415,-0.027923,-0.773296,0,0.020077,-0.99841,0.052497,0,-0.773547,-0.048779,-0.631859,0,0.435957,-0.023079,0.062285,1,-0.009908,0.004004,0.124234,-0.02102,0.670011,-0.23567,-0.4338,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040784,0.274389,0.684915,-0.316468,-1.884426,0.096731,1.652338,0.668045,0.633369,-0.027935,-0.773333,0,0.020106,-0.998407,0.052533,0,-0.773583,-0.048822,-0.631811,0,0.436043,-0.023079,0.062286,1,-0.009565,0.004004,0.123247,-0.022029,0.694294,-0.20522,-0.355908,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040785,0.274366,0.685146,-0.316468,-1.884004,0.096734,1.6521,0.668042,0.633335,-0.027946,-0.77336,0,0.020134,-0.998405,0.052567,0,-0.773611,-0.048864,-0.631774,0,0.436132,-0.023079,0.062288,1,-0.009207,0.004004,0.122226,-0.023156,0.707335,-0.194276,-0.316565,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040786,0.274338,0.685377,-0.316465,-1.883586,0.096733,1.651878,0.66804,0.633311,-0.027959,-0.77338,0,0.020161,-0.998402,0.052603,0,-0.77363,-0.048908,-0.631748,0,0.436223,-0.023082,0.062287,1,-0.008842,0.003993,0.12119,-0.024289,0.709073,-0.20432,-0.304648,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040787,0.274312,0.685607,-0.316465,-1.883159,0.096733,1.651656,0.66804,0.633295,-0.027972,-0.773393,0,0.02019,-0.9984,0.052642,0,-0.773642,-0.048953,-0.631729,0,0.436319,-0.023084,0.062289,1,-0.00846,0.003985,0.120103,-0.025594,0.697642,-0.226652,-0.310486,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040788,0.274289,0.685839,-0.31646,-1.882753,0.096734,1.651433,0.668038,0.633259,-0.027981,-0.773421,0,0.020221,-0.998397,0.052676,0,-0.77367,-0.048998,-0.631691,0,0.436404,-0.023084,0.062287,1,-0.008121,0.003986,0.118996,-0.026907,0.679486,-0.245652,-0.325108,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040789,0.27427,0.686065,-0.316465,-1.882329,0.096733,1.651196,0.668034,0.633233,-0.02799,-0.773442,0,0.020254,-0.998395,0.052713,0,-0.773691,-0.049046,-0.631662,0,0.436497,-0.023085,0.062292,1,-0.00775,0.003982,0.117826,-0.028398,0.661673,-0.259241,-0.342036,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040790,0.274243,0.686306,-0.316467,-1.881916,0.09673,1.650963,0.668033,0.633189,-0.02801,-0.773478,0,0.020279,-0.998392,0.052756,0,-0.773726,-0.049091,-0.631615,0,0.43658,-0.023091,0.062288,1,-0.007415,0.003958,0.116697,-0.029629,0.642479,-0.275456,-0.353099,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040791,0.274215,0.686543,-0.316468,-1.881479,0.096731,1.650736,0.668025,0.633171,-0.028018,-0.773493,0,0.020311,-0.998389,0.05279,0,-0.773741,-0.049136,-0.631594,0,0.436677,-0.023093,0.062289,1,-0.007027,0.003947,0.115411,-0.031376,0.615563,-0.301333,-0.337807,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040792,0.274191,0.686778,-0.316466,-1.881053,0.09673,1.650502,0.668023,0.633141,-0.028029,-0.773517,0,0.020342,-0.998387,0.052828,0,-0.773765,-0.049183,-0.631561,0,0.436769,-0.023094,0.06229,1,-0.006661,0.003943,0.114059,-0.033228,0.576605,-0.334226,-0.296078,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040793,0.274161,0.687025,-0.316463,-1.880632,0.096731,1.650269,0.66802,0.633098,-0.028044,-0.773551,0,0.020368,-0.998384,0.052865,0,-0.773799,-0.049226,-0.631516,0,0.436854,-0.023098,0.062285,1,-0.006318,0.003929,0.112698,-0.034975,0.522088,-0.36872,-0.254363,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040794,0.274144,0.687263,-0.316464,-1.880194,0.096732,1.65003,0.66802,0.633071,-0.028054,-0.773573,0,0.020403,-0.998381,0.052905,0,-0.77382,-0.049277,-0.631486,0,0.43695,-0.023096,0.062287,1,-0.005937,0.003935,0.111087,-0.037357,0.448688,-0.408318,-0.228506,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040795,0.274118,0.687494,-0.316469,-1.879774,0.096731,1.649794,0.668015,0.633038,-0.028069,-0.773599,0,0.020429,-0.998379,0.052942,0,-0.773846,-0.049319,-0.631451,0,0.437039,-0.023101,0.06229,1,-0.005581,0.003916,0.109494,-0.039496,0.354985,-0.460599,-0.231161,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040796,0.274084,0.687728,-0.316472,-1.879354,0.096732,1.649579,0.668007,0.633018,-0.028085,-0.773615,0,0.02045,-0.998377,0.052978,0,-0.773862,-0.049357,-0.631428,0,0.437131,-0.023109,0.062288,1,-0.005212,0.003884,0.107786,-0.041779,0.243564,-0.52166,-0.277994,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040797,0.274061,0.68796,-0.316468,-1.878932,0.096731,1.649358,0.667999,0.632996,-0.028085,-0.773633,0,0.02049,-0.998374,0.053009,0,-0.773879,-0.049408,-0.631404,0,0.437224,-0.023109,0.062288,1,-0.004842,0.003885,0.105733,-0.044716,0.128582,-0.576792,-0.362148,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040798,0.274029,0.688194,-0.316478,-1.878509,0.096727,1.649133,0.667991,0.632972,-0.028105,-0.773652,0,0.020512,-0.998371,0.053051,0,-0.773898,-0.04945,-0.631377,0,0.437315,-0.023119,0.062289,1,-0.004475,0.003843,0.103684,-0.047387,0.029957,-0.614709,-0.469738,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040799,0.273997,0.688442,-0.31648,-1.878082,0.096726,1.64891,0.66798,0.632941,-0.028118,-0.773677,0,0.02054,-0.998369,0.053088,0,-0.773923,-0.049494,-0.631343,0,0.437406,-0.023127,0.062284,1,-0.004113,0.003813,0.101336,-0.05045,-0.046002,-0.63059,-0.587583,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040800,0.273968,0.688681,-0.316483,-1.877654,0.096729,1.648673,0.667975,0.632907,-0.028134,-0.773704,0,0.020563,-0.998367,0.053124,0,-0.77395,-0.049533,-0.631306,0,0.437496,-0.023131,0.062284,1,-0.003753,0.003794,0.0986,-0.053961,-0.105191,-0.629868,-0.689573,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040801,0.273934,0.688922,-0.316487,-1.877237,0.096727,1.648454,0.667965,0.632877,-0.02815,-0.773728,0,0.020587,-0.998364,0.053162,0,-0.773973,-0.049574,-0.631275,0,0.437585,-0.023141,0.06228,1,-0.003398,0.003756,0.095629,-0.05753,-0.153167,-0.61918,-0.767092,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040802,0.273909,0.689155,-0.316497,-1.876818,0.096729,1.648235,0.667949,0.632856,-0.028158,-0.773745,0,0.020616,-0.998362,0.053194,0,-0.77399,-0.049617,-0.631251,0,0.437676,-0.023148,0.062279,1,-0.003032,0.00373,0.091977,-0.06178,-0.190349,-0.601602,-0.820132,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040803,0.273872,0.689392,-0.316505,-1.876407,0.096729,1.648014,0.667937,0.632823,-0.028178,-0.773772,0,0.020631,-0.998359,0.05323,0,-0.774017,-0.04965,-0.631215,0,0.437762,-0.02316,0.062276,1,-0.002689,0.003679,0.088123,-0.065836,-0.211389,-0.585527,-0.835754,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040804,0.273829,0.689628,-0.316515,-1.876003,0.096728,1.647774,0.667922,0.63277,-0.028202,-0.773814,0,0.020641,-0.998357,0.053264,0,-0.77406,-0.049677,-0.631161,0,0.437841,-0.023176,0.062275,1,-0.002373,0.003616,0.084073,-0.069687,-0.209885,-0.567283,-0.816551,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040805,0.273797,0.689856,-0.316533,-1.875598,0.096725,1.647528,0.667909,0.632721,-0.028227,-0.773852,0,0.020653,-0.998355,0.053303,0,-0.774099,-0.04971,-0.63111,0,0.437922,-0.023191,0.062278,1,-0.002049,0.003557,0.07912,-0.074099,-0.180198,-0.530602,-0.784331,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040806,0.273756,0.690098,-0.316547,-1.875194,0.096725,1.647292,0.667901,0.632669,-0.028263,-0.773894,0,0.020657,-0.998353,0.053347,0,-0.774142,-0.049738,-0.631055,0,0.438001,-0.023208,0.062274,1,-0.001734,0.003487,0.073514,-0.078572,-0.125678,-0.475854,-0.749168,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040807,0.273718,0.690334,-0.316554,-1.874788,0.096721,1.64706,0.667882,0.632624,-0.028275,-0.773931,0,0.020679,-0.998351,0.053377,0,-0.774178,-0.049773,-0.631008,0,0.438082,-0.023221,0.062271,1,-0.001409,0.003437,0.066394,-0.083655,-0.061034,-0.415367,-0.70734,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040808,0.273683,0.690567,-0.316571,-1.874395,0.096714,1.646825,0.667868,0.632569,-0.028302,-0.773974,0,0.020694,-0.998348,0.05342,0,-0.774222,-0.049809,-0.630951,0,0.438158,-0.023238,0.062269,1,-0.001106,0.003367,0.058703,-0.088261,0.004764,-0.353044,-0.664188,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040809,0.273639,0.690794,-0.316586,-1.874004,0.096706,1.646583,0.66785,0.632512,-0.02833,-0.77402,0,0.020701,-0.998346,0.053457,0,-0.774269,-0.049836,-0.630891,0,0.438233,-0.023259,0.06227,1,-0.000806,0.003285,0.049831,-0.092649,0.07608,-0.293992,-0.630174,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040810,0.273596,0.691034,-0.316601,-1.873609,0.096694,1.646326,0.667827,0.632436,-0.028353,-0.774081,0,0.020718,-0.998344,0.053494,0,-0.774331,-0.04987,-0.630813,0,0.438303,-0.02328,0.062267,1,-0.000526,0.003202,0.040181,-0.096358,0.160067,-0.248678,-0.615121,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040811,0.273558,0.691265,-0.316622,-1.873225,0.096683,1.646075,0.667804,0.632364,-0.028379,-0.774139,0,0.020732,-0.998341,0.053533,0,-0.774389,-0.049903,-0.630739,0,0.438372,-0.023302,0.062266,1,-0.00025,0.003114,0.029365,-0.099351,0.254766,-0.221046,-0.623102,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040812,0.273516,0.691513,-0.316649,-1.87284,0.096661,1.645827,0.667782,0.632282,-0.028415,-0.774205,0,0.020748,-0.998338,0.053586,0,-0.774455,-0.049945,-0.630654,0,0.438437,-0.023331,0.062259,1,0.000012,0.002996,0.017948,-0.101221,0.351602,-0.201228,-0.638917,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040813,0.273475,0.691743,-0.316668,-1.87245,0.09664,1.645563,0.667759,0.632204,-0.028439,-0.774267,0,0.020769,-0.998335,0.053628,0,-0.774518,-0.049986,-0.630573,0,0.438506,-0.023354,0.062261,1,0.000289,0.002903,0.004829,-0.101886,0.443456,-0.183117,-0.648681,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040814,0.273425,0.691974,-0.316688,-1.872066,0.096612,1.645291,0.667729,0.632113,-0.028465,-0.774341,0,0.020788,-0.998333,0.053668,0,-0.774592,-0.050022,-0.63048,0,0.43857,-0.023383,0.062263,1,0.000545,0.002787,-0.007967,-0.100886,0.523502,-0.176375,-0.656528,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040815,0.273385,0.692201,-0.316717,-1.87168,0.096582,1.645011,0.6677,0.632023,-0.028492,-0.774413,0,0.020811,-0.99833,0.053715,0,-0.774665,-0.050066,-0.630387,0,0.438635,-0.023412,0.062269,1,0.000806,0.00267,-0.021021,-0.098175,0.585911,-0.176589,-0.668401,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040816,0.273341,0.692434,-0.316737,-1.871299,0.09655,1.644746,0.667668,0.631934,-0.028512,-0.774485,0,0.020841,-0.998327,0.053757,0,-0.774737,-0.050113,-0.630294,0,0.438699,-0.02344,0.062269,1,0.00106,0.00256,-0.033075,-0.093948,0.627418,-0.176967,-0.678316,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040817,0.273306,0.692665,-0.316766,-1.870925,0.096517,1.644471,0.667636,0.631835,-0.028535,-0.774565,0,0.020871,-0.998324,0.053804,0,-0.774817,-0.050162,-0.630192,0,0.438759,-0.023469,0.06227,1,0.001298,0.002446,-0.043483,-0.088717,0.643407,-0.192679,-0.682408,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040818,0.273265,0.692891,-0.316787,-1.870552,0.09648,1.644186,0.667607,0.631729,-0.028557,-0.77465,0,0.020903,-0.998321,0.053849,0,-0.774902,-0.050211,-0.630084,0,0.438816,-0.023496,0.062274,1,0.00153,0.002336,-0.052293,-0.082882,0.634411,-0.23269,-0.695709,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040819,0.273222,0.693121,-0.316817,-1.870182,0.096441,1.643888,0.667569,0.631609,-0.028581,-0.774748,0,0.020931,-0.998318,0.053892,0,-0.775,-0.050256,-0.62996,0,0.438869,-0.023529,0.062278,1,0.001741,0.002205,-0.059682,-0.07672,0.606696,-0.28779,-0.719377,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040820,0.27319,0.69335,-0.316844,-1.869815,0.096403,1.643591,0.667526,0.631487,-0.028591,-0.774846,0,0.020975,-0.998315,0.053932,0,-0.775097,-0.050311,-0.629835,0,0.438921,-0.023556,0.062281,1,0.001948,0.002096,-0.06543,-0.070795,0.565204,-0.355803,-0.742148,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040821,0.273143,0.693573,-0.31687,-1.869446,0.096358,1.643295,0.667482,0.631371,-0.028608,-0.77494,0,0.02101,-0.998312,0.053971,0,-0.775191,-0.050359,-0.629716,0,0.438975,-0.02359,0.062287,1,0.002165,0.00196,-0.070696,-0.064354,0.511768,-0.442412,-0.764514,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040822,0.273104,0.693791,-0.316901,-1.869084,0.096318,1.64298,0.667431,0.631241,-0.028616,-0.775046,0,0.021048,-0.998309,0.054002,0,-0.775296,-0.050402,-0.629584,0,0.439024,-0.023621,0.062297,1,0.002361,0.001838,-0.074457,-0.058679,0.443665,-0.543421,-0.78316,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040823,0.273069,0.694006,-0.316922,-1.868726,0.096278,1.642648,0.667384,0.631096,-0.028619,-0.775164,0,0.021092,-0.998307,0.054028,0,-0.775413,-0.050448,-0.629436,0,0.439069,-0.023645,0.062308,1,0.002538,0.001741,-0.076938,-0.054005,0.363579,-0.66134,-0.795034,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040824,0.27303,0.694228,-0.31695,-1.868371,0.09624,1.642327,0.667334,0.630952,-0.028629,-0.775281,0,0.021128,-0.998305,0.054059,0,-0.775529,-0.05049,-0.62929,0,0.439112,-0.023675,0.062314,1,0.002712,0.001622,-0.079132,-0.049237,0.281436,-0.806641,-0.805241,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040825,0.272987,0.694438,-0.316968,-1.868016,0.096196,1.642003,0.667273,0.630813,-0.028617,-0.775395,0,0.021179,-0.998303,0.054074,0,-0.775641,-0.050534,-0.629148,0,0.439157,-0.023701,0.062326,1,0.002893,0.001516,-0.080732,-0.044946,0.207684,-0.973891,-0.82987,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040826,0.272949,0.694655,-0.316987,-1.867682,0.096164,1.641661,0.66722,0.63064,-0.028619,-0.775535,0,0.021214,-0.998301,0.05409,0,-0.775781,-0.050564,-0.628974,0,0.439188,-0.023725,0.062332,1,0.003014,0.001421,-0.081562,-0.041691,0.145601,-1.147643,-0.880271,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040827,0.272919,0.694872,-0.317014,-1.867346,0.096135,1.641316,0.667158,0.630467,-0.028613,-0.775676,0,0.021255,-0.9983,0.054101,0,-0.77592,-0.050597,-0.628799,0,0.439219,-0.023748,0.06234,1,0.003138,0.001329,-0.082178,-0.038619,0.092377,-1.315987,-0.935163,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040828,0.27288,0.695083,-0.317031,-1.867008,0.096112,1.640964,0.667096,0.630295,-0.028604,-0.775816,0,0.021288,-0.998299,0.054102,0,-0.776059,-0.050616,-0.628626,0,0.439251,-0.023769,0.06235,1,0.003267,0.001245,-0.082548,-0.035858,0.050645,-1.470232,-0.972578,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040829,0.27284,0.6953,-0.317057,-1.866677,0.096092,1.640589,0.667027,0.630095,-0.0286,-0.775979,0,0.021314,-0.998298,0.054101,0,-0.77622,-0.050629,-0.628425,0,0.439273,-0.023793,0.06236,1,0.003357,0.001147,-0.082779,-0.033232,0.021868,-1.607858,-1.008686,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040830,0.272804,0.695508,-0.317087,-1.866354,0.096083,1.64021,0.666957,0.629895,-0.028596,-0.776142,0,0.02133,-0.998299,0.054092,0,-0.776383,-0.050628,-0.628225,0,0.439294,-0.023816,0.062372,1,0.003439,0.001057,-0.082829,-0.030885,0.002507,-1.72875,-1.065156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040831,0.272767,0.695717,-0.317105,-1.86604,0.096075,1.639835,0.666886,0.629689,-0.028582,-0.776309,0,0.021353,-0.998299,0.054075,0,-0.776549,-0.050628,-0.62802,0,0.439311,-0.023833,0.062381,1,0.003506,0.000988,-0.08263,-0.029087,-0.00927,-1.834489,-1.139942,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040832,0.272731,0.69592,-0.317131,-1.865734,0.096077,1.639463,0.666815,0.629485,-0.028576,-0.776475,0,0.02136,-0.9983,0.054056,0,-0.776714,-0.050614,-0.627816,0,0.439326,-0.023852,0.062391,1,0.003567,0.000911,-0.082418,-0.027231,-0.014271,-1.93379,-1.219674,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040833,0.272698,0.696122,-0.317151,-1.865431,0.096078,1.639062,0.666739,0.629256,-0.028559,-0.776661,0,0.021376,-0.998301,0.054029,0,-0.776899,-0.050601,-0.627588,0,0.439334,-0.023867,0.062404,1,0.0036,0.000854,-0.08201,-0.025892,-0.009871,-2.038541,-1.291188,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040834,0.272661,0.696328,-0.317175,-1.865129,0.096081,1.638669,0.666653,0.629031,-0.028538,-0.776844,0,0.021392,-0.998302,0.053996,0,-0.777081,-0.050584,-0.627365,0,0.439343,-0.023884,0.062414,1,0.003636,0.000783,-0.081648,-0.024345,0.006243,-2.150518,-1.350031,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040835,0.272627,0.69654,-0.317197,-1.864832,0.096092,1.638263,0.666575,0.628788,-0.028524,-0.777041,0,0.021398,-0.998304,0.053962,0,-0.777278,-0.050559,-0.627123,0,0.439345,-0.023899,0.062422,1,0.003644,0.000726,-0.081163,-0.02315,0.030298,-2.256978,-1.387562,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040836,0.272591,0.696736,-0.317218,-1.864546,0.096103,1.637836,0.666488,0.628531,-0.028502,-0.77725,0,0.021405,-0.998306,0.053918,0,-0.777485,-0.050527,-0.626869,0,0.439342,-0.023912,0.062437,1,0.003631,0.000672,-0.080632,-0.022078,0.06006,-2.346876,-1.395126,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040837,0.272559,0.696936,-0.31724,-1.864272,0.096117,1.637427,0.666418,0.628277,-0.028497,-0.777455,0,0.021401,-0.998308,0.053887,0,-0.77769,-0.050496,-0.626617,0,0.439336,-0.023926,0.062446,1,0.003608,0.000618,-0.080079,-0.021054,0.094408,-2.417113,-1.387931,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040838,0.27251,0.697127,-0.31726,-1.863997,0.096127,1.637013,0.666334,0.628025,-0.028483,-0.777659,0,0.021395,-0.998311,0.053843,0,-0.777894,-0.050454,-0.626367,0,0.439331,-0.023944,0.06246,1,0.003588,0.000543,-0.079605,-0.019672,0.129295,-2.46399,-1.388265,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040839,0.272478,0.697327,-0.31728,-1.863734,0.096141,1.636584,0.666243,0.627746,-0.028459,-0.777885,0,0.021402,-0.998313,0.053794,0,-0.778119,-0.050418,-0.62609,0,0.439316,-0.023957,0.062469,1,0.003527,0.000493,-0.078991,-0.018811,0.163421,-2.486933,-1.40237,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040840,0.272434,0.697525,-0.317297,-1.863474,0.096151,1.636166,0.666158,0.627474,-0.028443,-0.778105,0,0.021399,-0.998315,0.05375,0,-0.778338,-0.050378,-0.625821,0,0.439301,-0.023973,0.062477,1,0.003469,0.000427,-0.078442,-0.017636,0.196394,-2.491766,-1.426888,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040841,0.272395,0.697711,-0.317316,-1.863222,0.09617,1.635734,0.666076,0.627196,-0.028429,-0.77833,0,0.021389,-0.998318,0.0537,0,-0.778563,-0.050329,-0.625545,0,0.439284,-0.023986,0.06249,1,0.0034,0.000376,-0.07782,-0.016739,0.22487,-2.480008,-1.462817,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040842,0.272353,0.697901,-0.317336,-1.862981,0.096186,1.635302,0.66599,0.626906,-0.028416,-0.778564,0,0.021377,-0.998321,0.05365,0,-0.778797,-0.050278,-0.625258,0,0.439261,-0.024003,0.0625,1,0.003307,0.000309,-0.077243,-0.015586,0.247691,-2.447411,-1.514542,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040843,0.27231,0.698094,-0.317346,-1.862751,0.096201,1.634886,0.665907,0.626615,-0.028399,-0.778799,0,0.021372,-0.998324,0.053599,0,-0.779031,-0.050231,-0.62497,0,0.439233,-0.024016,0.062505,1,0.003198,0.000256,-0.076607,-0.014673,0.267005,-2.393724,-1.579677,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040844,0.272271,0.698279,-0.317367,-1.862525,0.096224,1.634469,0.665826,0.62633,-0.028391,-0.779029,0,0.021352,-0.998327,0.05355,0,-0.779261,-0.050175,-0.624688,0,0.439208,-0.024031,0.062512,1,0.003095,0.000198,-0.075992,-0.013602,0.281153,-2.330662,-1.647737,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
