"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/Sine_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.64614,-0.00222445,-0.763203,0,0.0189551,-0.999631,0.0189613,0,-0.762979,-0.0267188,-0.645871,0,0.201325,-0.0465581,0.0650183,1],initial_joint_pose:[0.385223,0.231564,-0.472899,-2.72404,-0.0195794,2.06941,0.667528],initial_x_ds:-0.9,initial_y_ds:0,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:4,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
10270833,0.385358,0.264565,-0.470231,-2.725869,-0.021565,2.059636,0.661333,0.612926,-0.002879,-0.790123,0,0.02711,-0.999318,0.024671,0,-0.78967,-0.036542,-0.612442,0,0.190121,-0.049204,0.060533,1,-0.944816,-0.010584,0.002926,0.068881,-1.325281,-0.388593,-1.047575,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270834,0.38536,0.264565,-0.470235,-2.725874,-0.021566,2.059636,0.661339,0.612923,-0.002887,-0.790125,0,0.027104,-0.999318,0.024677,0,-0.789673,-0.036541,-0.612439,0,0.190118,-0.049205,0.060533,1,-0.944827,-0.010587,0.002924,0.068885,-1.3309,-0.389925,-1.053948,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270835,0.385357,0.26457,-0.470234,-2.725877,-0.021567,2.059639,0.661336,0.612919,-0.002886,-0.790128,0,0.027105,-0.999318,0.024676,0,-0.789676,-0.036542,-0.612435,0,0.190116,-0.049206,0.060531,1,-0.944837,-0.01059,0.002923,0.068887,-1.336695,-0.390199,-1.057372,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270836,0.385363,0.264568,-0.470235,-2.725877,-0.021563,2.059636,0.661338,0.612919,-0.002887,-0.790128,0,0.027104,-0.999318,0.024676,0,-0.789676,-0.036541,-0.612435,0,0.190116,-0.049204,0.060532,1,-0.944836,-0.010584,0.00292,0.068891,-1.338272,-0.388402,-1.055099,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270837,0.385361,0.264567,-0.470239,-2.725877,-0.021565,2.059637,0.661336,0.61292,-0.002888,-0.790128,0,0.027102,-0.999318,0.024676,0,-0.789675,-0.036539,-0.612436,0,0.190116,-0.049205,0.060532,1,-0.944835,-0.01059,0.002923,0.068887,-1.337114,-0.38634,-1.050411,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270838,0.385359,0.264568,-0.470239,-2.725879,-0.021563,2.059636,0.661333,0.612917,-0.002888,-0.79013,0,0.027099,-0.999319,0.024673,0,-0.789678,-0.036535,-0.612433,0,0.190114,-0.049206,0.060532,1,-0.944842,-0.01059,0.002921,0.068889,-1.334877,-0.383582,-1.047032,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270839,0.385357,0.264565,-0.470234,-2.725875,-0.021567,2.059634,0.661339,0.612921,-0.002887,-0.790127,0,0.027103,-0.999318,0.024676,0,-0.789674,-0.03654,-0.612437,0,0.190117,-0.049205,0.060533,1,-0.94483,-0.010587,0.002923,0.068886,-1.333058,-0.380606,-1.04624,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270840,0.385356,0.264571,-0.470236,-2.725879,-0.021566,2.059636,0.661339,0.612915,-0.002893,-0.790132,0,0.027097,-0.999318,0.024679,0,-0.78968,-0.036537,-0.61243,0,0.190114,-0.049206,0.060532,1,-0.944846,-0.010593,0.002921,0.068889,-1.332496,-0.378759,-1.046286,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270841,0.38536,0.264568,-0.470231,-2.72588,-0.021566,2.059636,0.661339,0.612917,-0.002884,-0.79013,0,0.027108,-0.999318,0.024676,0,-0.789678,-0.036544,-0.612432,0,0.190114,-0.049204,0.060532,1,-0.944842,-0.010584,0.002918,0.068894,-1.332386,-0.378206,-1.041681,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270842,0.385361,0.26457,-0.470238,-2.725878,-0.021567,2.059636,0.661332,0.612917,-0.002883,-0.79013,0,0.027107,-0.999318,0.024673,0,-0.789678,-0.036542,-0.612433,0,0.190115,-0.049206,0.060532,1,-0.94484,-0.010591,0.002922,0.068888,-1.332305,-0.379905,-1.033915,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270843,0.38536,0.26457,-0.470233,-2.72588,-0.021567,2.059636,0.661331,0.612915,-0.002879,-0.790132,0,0.027111,-0.999318,0.024672,0,-0.789679,-0.036544,-0.61243,0,0.190114,-0.049205,0.060531,1,-0.944845,-0.010587,0.002919,0.068893,-1.331629,-0.38327,-1.027197,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270844,0.38536,0.264568,-0.470234,-2.725877,-0.021566,2.059638,0.661336,0.61292,-0.002883,-0.790128,0,0.027108,-0.999318,0.024675,0,-0.789676,-0.036543,-0.612435,0,0.190116,-0.049205,0.060532,1,-0.944835,-0.010586,0.002921,0.068889,-1.330139,-0.38669,-1.021609,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270845,0.385358,0.264568,-0.470238,-2.725877,-0.021567,2.059635,0.661338,0.612918,-0.002891,-0.790129,0,0.0271,-0.999318,0.024678,0,-0.789677,-0.036538,-0.612434,0,0.190115,-0.049206,0.060532,1,-0.944838,-0.010592,0.002923,0.068886,-1.328303,-0.387344,-1.017811,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270846,0.385363,0.264568,-0.470233,-2.725879,-0.021567,2.059637,0.661336,0.612918,-0.002881,-0.790129,0,0.027111,-0.999318,0.024675,0,-0.789677,-0.036545,-0.612434,0,0.190115,-0.049204,0.060532,1,-0.944839,-0.010583,0.002919,0.068892,-1.325969,-0.386192,-1.015303,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270847,0.385359,0.264568,-0.470233,-2.725877,-0.021566,2.059636,0.661334,0.612919,-0.002882,-0.790128,0,0.027107,-0.999318,0.024673,0,-0.789676,-0.036541,-0.612435,0,0.190116,-0.049205,0.060532,1,-0.944836,-0.010587,0.002921,0.068889,-1.324629,-0.388156,-1.012856,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270848,0.385362,0.26457,-0.470236,-2.725877,-0.021566,2.059635,0.661333,0.612917,-0.002881,-0.79013,0,0.027109,-0.999318,0.024673,0,-0.789678,-0.036543,-0.612432,0,0.190115,-0.049205,0.060532,1,-0.944839,-0.010587,0.002921,0.068889,-1.325704,-0.392354,-1.011034,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270849,0.38536,0.264568,-0.470236,-2.725877,-0.021566,2.059636,0.661333,0.612919,-0.002883,-0.790128,0,0.027107,-0.999318,0.024673,0,-0.789676,-0.036541,-0.612435,0,0.190116,-0.049205,0.060532,1,-0.944836,-0.010588,0.002922,0.068888,-1.328016,-0.395232,-1.01171,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270850,0.385358,0.264566,-0.470236,-2.725876,-0.021563,2.059635,0.661338,0.61292,-0.00289,-0.790127,0,0.027098,-0.999319,0.024675,0,-0.789675,-0.036536,-0.612436,0,0.190116,-0.049205,0.060532,1,-0.944834,-0.010588,0.002922,0.068887,-1.330741,-0.395057,-1.01643,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270851,0.385361,0.264565,-0.470239,-2.725878,-0.021562,2.059636,0.661337,0.61292,-0.002889,-0.790127,0,0.027099,-0.999319,0.024675,0,-0.789675,-0.036536,-0.612436,0,0.190116,-0.049205,0.060532,1,-0.944836,-0.010587,0.002922,0.068888,-1.333513,-0.391725,-1.023547,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270852,0.385359,0.26457,-0.470239,-2.725877,-0.021562,2.059635,0.661334,0.612917,-0.002889,-0.79013,0,0.027098,-0.999319,0.024674,0,-0.789678,-0.036535,-0.612433,0,0.190115,-0.049206,0.060532,1,-0.94484,-0.01059,0.002921,0.068888,-1.335019,-0.387218,-1.028507,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270853,0.385357,0.264573,-0.470236,-2.725877,-0.021565,2.059636,0.661333,0.612915,-0.002886,-0.790131,0,0.027103,-0.999318,0.024675,0,-0.789679,-0.036539,-0.612431,0,0.190115,-0.049206,0.060531,1,-0.944842,-0.010592,0.002922,0.068888,-1.335333,-0.382879,-1.027062,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270854,0.385363,0.264571,-0.470231,-2.725879,-0.021565,2.059635,0.661336,0.612914,-0.002881,-0.790133,0,0.027112,-0.999318,0.024675,0,-0.78968,-0.036546,-0.612429,0,0.190114,-0.049203,0.060531,1,-0.944845,-0.010581,0.002917,0.068896,-1.335012,-0.381945,-1.019325,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270855,0.385361,0.264571,-0.470239,-2.725876,-0.021566,2.059635,0.661335,0.612917,-0.002887,-0.79013,0,0.027103,-0.999318,0.024676,0,-0.789678,-0.03654,-0.612432,0,0.190115,-0.049206,0.060532,1,-0.944839,-0.010592,0.002922,0.068887,-1.334804,-0.385533,-1.010956,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270856,0.385361,0.264571,-0.470241,-2.725875,-0.021566,2.059636,0.661335,0.612918,-0.002889,-0.790129,0,0.027102,-0.999318,0.024677,0,-0.789677,-0.036539,-0.612434,0,0.190116,-0.049207,0.060532,1,-0.944835,-0.010594,0.002924,0.068884,-1.336604,-0.387782,-1.00667,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270857,0.385362,0.264571,-0.470234,-2.725884,-0.021567,2.059637,0.661333,0.612911,-0.00288,-0.790134,0,0.027111,-0.999318,0.024673,0,-0.789682,-0.036544,-0.612427,0,0.190111,-0.049204,0.060531,1,-0.944855,-0.010585,0.002915,0.068898,-1.337998,-0.387903,-1.004787,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270858,0.385361,0.264571,-0.470236,-2.72588,-0.021566,2.059636,0.661331,0.612914,-0.00288,-0.790132,0,0.027109,-0.999318,0.024672,0,-0.78968,-0.036542,-0.61243,0,0.190114,-0.049205,0.060532,1,-0.944846,-0.010588,0.002919,0.068893,-1.33617,-0.390001,-1.002252,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270859,0.385362,0.264571,-0.470236,-2.725882,-0.021566,2.059635,0.66133,0.612911,-0.002879,-0.790134,0,0.02711,-0.999318,0.024671,0,-0.789682,-0.036543,-0.612427,0,0.190112,-0.049205,0.060532,1,-0.944852,-0.010587,0.002917,0.068896,-1.333434,-0.393828,-0.999486,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270860,0.38536,0.264571,-0.470236,-2.725878,-0.021563,2.059635,0.661331,0.612915,-0.002883,-0.790131,0,0.027105,-0.999318,0.024672,0,-0.789679,-0.036539,-0.612431,0,0.190114,-0.049205,0.060532,1,-0.944842,-0.010587,0.00292,0.068891,-1.331379,-0.396888,-0.997521,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270861,0.385361,0.264573,-0.470236,-2.72588,-0.021564,2.059636,0.661328,0.612912,-0.00288,-0.790133,0,0.027108,-0.999318,0.02467,0,-0.789681,-0.036541,-0.612428,0,0.190113,-0.049205,0.060531,1,-0.944848,-0.010589,0.002918,0.068893,-1.329895,-0.397572,-0.995101,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270862,0.385361,0.264568,-0.470239,-2.725876,-0.021562,2.059635,0.661332,0.612919,-0.002885,-0.790129,0,0.027102,-0.999319,0.024672,0,-0.789677,-0.036537,-0.612434,0,0.190116,-0.049205,0.060532,1,-0.944836,-0.010589,0.002922,0.068888,-1.329603,-0.395848,-0.993519,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270863,0.385363,0.264571,-0.470236,-2.725885,-0.021561,2.059636,0.661328,0.61291,-0.002879,-0.790135,0,0.027107,-0.999318,0.024668,0,-0.789683,-0.036538,-0.612426,0,0.190111,-0.049204,0.060531,1,-0.944857,-0.010583,0.002914,0.068901,-1.329639,-0.393809,-0.995135,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270864,0.385361,0.264571,-0.470237,-2.72588,-0.021562,2.059634,0.661333,0.612913,-0.002885,-0.790133,0,0.027102,-0.999318,0.024673,0,-0.789681,-0.036538,-0.612429,0,0.190113,-0.049205,0.060532,1,-0.944847,-0.010587,0.002918,0.068894,-1.328238,-0.392779,-0.996851,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270865,0.385363,0.264568,-0.470233,-2.725885,-0.021564,2.059636,0.66133,0.612912,-0.002877,-0.790134,0,0.027112,-0.999318,0.024669,0,-0.789681,-0.036543,-0.612428,0,0.190111,-0.049203,0.060532,1,-0.944854,-0.010581,0.002914,0.068901,-1.325714,-0.392396,-0.997881,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270866,0.385356,0.264569,-0.470238,-2.725885,-0.021566,2.059636,0.66133,0.612911,-0.002884,-0.790134,0,0.027102,-0.999319,0.02467,0,-0.789682,-0.036536,-0.612427,0,0.190111,-0.049206,0.060532,1,-0.944857,-0.010592,0.002917,0.068895,-1.321484,-0.391785,-0.999303,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270867,0.38536,0.264568,-0.470239,-2.72588,-0.021568,2.059636,0.661333,0.612916,-0.002884,-0.790131,0,0.027106,-0.999318,0.024673,0,-0.789678,-0.036541,-0.612432,0,0.190114,-0.049206,0.060532,1,-0.944844,-0.010591,0.002921,0.068889,-1.317139,-0.389097,-0.999671,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270868,0.385363,0.26457,-0.470239,-2.725883,-0.021565,2.059633,0.661334,0.61291,-0.002885,-0.790135,0,0.027105,-0.999318,0.024674,0,-0.789683,-0.03654,-0.612426,0,0.190111,-0.049205,0.060532,1,-0.944855,-0.010588,0.002916,0.068896,-1.315182,-0.38616,-0.998754,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270869,0.385358,0.264568,-0.470236,-2.725877,-0.021567,2.059635,0.661331,0.612917,-0.002882,-0.79013,0,0.027106,-0.999318,0.024672,0,-0.789678,-0.036539,-0.612433,0,0.190115,-0.049206,0.060532,1,-0.944839,-0.01059,0.002922,0.068888,-1.314459,-0.38529,-0.998504,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270870,0.385363,0.264568,-0.470236,-2.725877,-0.021567,2.059639,0.661326,0.612921,-0.002874,-0.790127,0,0.027115,-0.999318,0.024668,0,-0.789674,-0.036544,-0.612437,0,0.190117,-0.049205,0.060532,1,-0.944834,-0.010587,0.002922,0.068888,-1.315475,-0.386292,-1.001441,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270871,0.385358,0.264571,-0.470236,-2.725879,-0.021563,2.059637,0.661329,0.612915,-0.002882,-0.790131,0,0.027104,-0.999319,0.02467,0,-0.789679,-0.036537,-0.612431,0,0.190114,-0.049205,0.060531,1,-0.944845,-0.010589,0.00292,0.068891,-1.317629,-0.38855,-1.004967,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270872,0.385359,0.264573,-0.470236,-2.725879,-0.021565,2.059637,0.661331,0.612914,-0.002884,-0.790132,0,0.027105,-0.999318,0.024673,0,-0.78968,-0.03654,-0.61243,0,0.190113,-0.049206,0.060531,1,-0.944846,-0.010591,0.00292,0.068891,-1.319146,-0.389882,-1.003682,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270873,0.38536,0.264566,-0.470236,-2.725878,-0.021566,2.059636,0.661334,0.61292,-0.002884,-0.790128,0,0.027105,-0.999318,0.024673,0,-0.789675,-0.03654,-0.612436,0,0.190116,-0.049205,0.060532,1,-0.944836,-0.010588,0.002922,0.068888,-1.319655,-0.390602,-0.999394,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270874,0.38536,0.26457,-0.470236,-2.725877,-0.021566,2.059635,0.661332,0.612916,-0.002882,-0.790131,0,0.027107,-0.999318,0.024673,0,-0.789678,-0.036541,-0.612432,0,0.190115,-0.049205,0.060532,1,-0.94484,-0.010589,0.002921,0.068889,-1.318769,-0.392013,-0.997236,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270875,0.385356,0.264568,-0.470234,-2.725877,-0.021562,2.059636,0.661329,0.612919,-0.002882,-0.790128,0,0.027103,-0.999319,0.024669,0,-0.789676,-0.036535,-0.612435,0,0.190116,-0.049205,0.060532,1,-0.944837,-0.010587,0.002921,0.068889,-1.318017,-0.392771,-0.997591,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270876,0.38536,0.264569,-0.470233,-2.725877,-0.021565,2.059636,0.661329,0.612918,-0.002876,-0.790129,0,0.027111,-0.999318,0.024669,0,-0.789677,-0.036542,-0.612434,0,0.190116,-0.049204,0.060532,1,-0.944837,-0.010585,0.00292,0.068891,-1.318426,-0.393095,-0.998549,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270877,0.385363,0.26457,-0.470236,-2.725877,-0.021567,2.059636,0.661329,0.612917,-0.002877,-0.79013,0,0.027113,-0.999318,0.02467,0,-0.789678,-0.036544,-0.612433,0,0.190115,-0.049205,0.060532,1,-0.944838,-0.010587,0.002921,0.068889,-1.318376,-0.395253,-0.997383,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270878,0.385358,0.264573,-0.470234,-2.725877,-0.021566,2.059636,0.661332,0.612914,-0.002882,-0.790132,0,0.027108,-0.999318,0.024674,0,-0.78968,-0.036543,-0.61243,0,0.190114,-0.049206,0.060531,1,-0.944842,-0.01059,0.002921,0.068889,-1.316069,-0.398169,-0.992508,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270879,0.385362,0.264566,-0.470236,-2.725879,-0.021564,2.059636,0.661332,0.612918,-0.002881,-0.790129,0,0.027107,-0.999318,0.024671,0,-0.789677,-0.03654,-0.612434,0,0.190115,-0.049204,0.060532,1,-0.944839,-0.010584,0.002919,0.068892,-1.311806,-0.399335,-0.987194,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270880,0.385358,0.264563,-0.470234,-2.725878,-0.021564,2.059636,0.661331,0.612922,-0.00288,-0.790126,0,0.027106,-0.999318,0.024669,0,-0.789674,-0.036538,-0.612438,0,0.190117,-0.049204,0.060533,1,-0.944833,-0.010584,0.002921,0.068889,-1.306752,-0.398543,-0.988228,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270881,0.385361,0.264572,-0.470238,-2.725879,-0.021566,2.059636,0.661328,0.612913,-0.00288,-0.790133,0,0.027108,-0.999318,0.02467,0,-0.78968,-0.036541,-0.612429,0,0.190113,-0.049206,0.060531,1,-0.944846,-0.010591,0.00292,0.068891,-1.302058,-0.39583,-0.993106,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270882,0.385361,0.264568,-0.470233,-2.725878,-0.021563,2.059635,0.66133,0.612917,-0.002879,-0.79013,0,0.027108,-0.999318,0.024669,0,-0.789677,-0.03654,-0.612433,0,0.190115,-0.049204,0.060532,1,-0.944839,-0.010583,0.002919,0.068893,-1.299053,-0.393313,-0.994007,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270883,0.385363,0.264565,-0.470239,-2.72588,-0.021565,2.05964,0.661328,0.612921,-0.002877,-0.790127,0,0.02711,-0.999318,0.024669,0,-0.789674,-0.036541,-0.612437,0,0.190116,-0.049205,0.060532,1,-0.944837,-0.010587,0.002921,0.068889,-1.296845,-0.393752,-0.994906,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270884,0.385361,0.264563,-0.470236,-2.725874,-0.021563,2.059637,0.661331,0.612926,-0.00288,-0.790123,0,0.027106,-0.999318,0.02467,0,-0.789671,-0.036538,-0.612442,0,0.190119,-0.049204,0.060533,1,-0.944824,-0.010585,0.002924,0.068885,-1.295112,-0.395813,-1.00253,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270885,0.385363,0.264569,-0.470236,-2.725877,-0.021565,2.059637,0.661333,0.612919,-0.002882,-0.790128,0,0.027108,-0.999318,0.024673,0,-0.789676,-0.036543,-0.612435,0,0.190116,-0.049205,0.060532,1,-0.944836,-0.010586,0.002921,0.068889,-1.295725,-0.397955,-1.011609,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270886,0.385361,0.264573,-0.470239,-2.725879,-0.021566,2.059632,0.661328,0.612911,-0.002881,-0.790135,0,0.027108,-0.999318,0.024671,0,-0.789683,-0.03654,-0.612427,0,0.190113,-0.049206,0.060532,1,-0.94485,-0.010592,0.002919,0.068892,-1.297329,-0.398953,-1.010725,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270887,0.385356,0.26457,-0.470239,-2.725876,-0.021566,2.059634,0.661325,0.612916,-0.00288,-0.790131,0,0.027105,-0.999319,0.024668,0,-0.789679,-0.036537,-0.612432,0,0.190115,-0.049207,0.060532,1,-0.94484,-0.010595,0.002923,0.068885,-1.298624,-0.396066,-1.000945,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270888,0.385362,0.264573,-0.470239,-2.72588,-0.021563,2.059635,0.661328,0.612912,-0.002882,-0.790134,0,0.027106,-0.999318,0.024671,0,-0.789681,-0.036539,-0.612428,0,0.190113,-0.049205,0.060531,1,-0.944849,-0.010589,0.002918,0.068893,-1.300455,-0.390787,-0.990078,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270889,0.385363,0.264573,-0.470239,-2.72588,-0.021562,2.059636,0.661331,0.612913,-0.002885,-0.790133,0,0.027104,-0.999318,0.024673,0,-0.78968,-0.036539,-0.612429,0,0.190113,-0.049205,0.060531,1,-0.944847,-0.010588,0.002919,0.068893,-1.300316,-0.387649,-0.978542,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270890,0.385366,0.264568,-0.470239,-2.725876,-0.021561,2.059636,0.661331,0.61292,-0.002881,-0.790128,0,0.027107,-0.999318,0.024671,0,-0.789675,-0.03654,-0.612436,0,0.190116,-0.049204,0.060532,1,-0.944834,-0.010584,0.002921,0.06889,-1.297686,-0.388335,-0.969959,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270891,0.385356,0.264571,-0.470234,-2.72588,-0.021566,2.05964,0.661326,0.612917,-0.002877,-0.79013,0,0.027109,-0.999318,0.024668,0,-0.789678,-0.03654,-0.612433,0,0.190114,-0.049206,0.060531,1,-0.944843,-0.01059,0.00292,0.06889,-1.295591,-0.391358,-0.968818,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270892,0.38536,0.264569,-0.470236,-2.72588,-0.021565,2.059636,0.661323,0.612915,-0.002874,-0.790131,0,0.027111,-0.999318,0.024665,0,-0.789679,-0.036539,-0.612431,0,0.190114,-0.049205,0.060532,1,-0.944845,-0.010588,0.002919,0.068892,-1.293266,-0.39383,-0.970582,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270893,0.385358,0.26457,-0.470234,-2.725877,-0.021566,2.059636,0.661325,0.612916,-0.002874,-0.79013,0,0.027112,-0.999318,0.024666,0,-0.789678,-0.036541,-0.612433,0,0.190115,-0.049205,0.060532,1,-0.94484,-0.010588,0.002921,0.068889,-1.290103,-0.394685,-0.971458,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270894,0.385361,0.264573,-0.470239,-2.725879,-0.021563,2.059636,0.661331,0.612913,-0.002885,-0.790133,0,0.027103,-0.999318,0.024673,0,-0.789681,-0.036538,-0.612429,0,0.190113,-0.049206,0.060531,1,-0.944848,-0.01059,0.002919,0.068892,-1.287868,-0.393894,-0.970781,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270895,0.385366,0.264571,-0.470234,-2.725877,-0.021565,2.059635,0.661332,0.612916,-0.002877,-0.790131,0,0.027115,-0.999318,0.024672,0,-0.789678,-0.036547,-0.612431,0,0.190115,-0.049204,0.060532,1,-0.944839,-0.010582,0.002919,0.068893,-1.28743,-0.393978,-0.968194,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270896,0.385363,0.264573,-0.470239,-2.725877,-0.021565,2.059636,0.661327,0.612915,-0.002879,-0.790132,0,0.02711,-0.999318,0.02467,0,-0.789679,-0.036542,-0.612431,0,0.190115,-0.049206,0.060531,1,-0.944842,-0.01059,0.002921,0.068889,-1.289594,-0.397126,-0.965205,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270897,0.385361,0.264568,-0.470234,-2.725874,-0.021566,2.059639,0.661328,0.612922,-0.002874,-0.790126,0,0.027114,-0.999318,0.024669,0,-0.789673,-0.036544,-0.612438,0,0.190118,-0.049205,0.060532,1,-0.944828,-0.010586,0.002923,0.068886,-1.294345,-0.400054,-0.964777,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270898,0.385359,0.264573,-0.470241,-2.725879,-0.021566,2.059637,0.661328,0.612914,-0.002884,-0.790132,0,0.027104,-0.999318,0.024672,0,-0.78968,-0.036538,-0.61243,0,0.190113,-0.049207,0.060531,1,-0.944846,-0.010597,0.002922,0.068887,-1.300209,-0.399494,-0.967604,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270899,0.385362,0.264571,-0.470234,-2.725882,-0.021566,2.059636,0.661329,0.612912,-0.002877,-0.790134,0,0.027113,-0.999318,0.02467,0,-0.789681,-0.036544,-0.612428,0,0.190112,-0.049204,0.060531,1,-0.944851,-0.010585,0.002916,0.068897,-1.304589,-0.396007,-0.968261,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270900,0.385361,0.264568,-0.470236,-2.725876,-0.021567,2.059636,0.661328,0.61292,-0.002877,-0.790128,0,0.027111,-0.999318,0.024669,0,-0.789675,-0.036542,-0.612436,0,0.190117,-0.049205,0.060532,1,-0.944833,-0.010588,0.002923,0.068887,-1.305599,-0.393334,-0.967078,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270901,0.385357,0.264568,-0.470238,-2.725876,-0.021567,2.059636,0.661328,0.612919,-0.002881,-0.790129,0,0.027106,-0.999318,0.02467,0,-0.789676,-0.036538,-0.612435,0,0.190116,-0.049206,0.060532,1,-0.944837,-0.010593,0.002923,0.068885,-1.303285,-0.391258,-0.971009,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
