"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/Angle_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.670986,0.0174283,-0.741252,0,0.00957798,-0.999834,-0.014838,0,-0.741402,0.00285647,-0.671055,0,0.243195,-0.0934624,0.0792969,1],initial_joint_pose:[0.252836,0.250632,-0.47312,-2.5972,-0.080722,2.00457,0.578335],initial_x_ds:-0.9,initial_y_ds:0,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:5.747,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
5186321,0.254926,0.326247,-0.470307,-2.59609,-0.080406,2.025407,0.57148,0.631461,0.013516,-0.775278,0,0.021445,-0.99976,0.000038,0,-0.775106,-0.01665,-0.631611,0,0.229187,-0.098013,0.061725,1,-0.980501,-0.026154,0.081527,0.12591,-1.024972,-0.263394,-0.966423,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186322,0.254923,0.326245,-0.470305,-2.596087,-0.080406,2.025408,0.571486,0.631465,0.01351,-0.775274,0,0.021442,-0.99976,0.000042,0,-0.775103,-0.01665,-0.631616,0,0.22919,-0.098013,0.061726,1,-0.980488,-0.026154,0.081527,0.12591,-1.019268,-0.260341,-0.944401,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186323,0.254926,0.326243,-0.470303,-2.59609,-0.080409,2.025412,0.571483,0.631466,0.013519,-0.775274,0,0.021452,-0.99976,0.00004,0,-0.775102,-0.016656,-0.631617,0,0.22919,-0.098012,0.061725,1,-0.980489,-0.026149,0.081527,0.12591,-1.019639,-0.257612,-0.928097,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186324,0.254931,0.326247,-0.470299,-2.59609,-0.080409,2.025409,0.571481,0.631461,0.013525,-0.775277,0,0.021461,-0.99976,0.000038,0,-0.775105,-0.016662,-0.631612,0,0.229189,-0.09801,0.061725,1,-0.980492,-0.026137,0.081527,0.12591,-1.024548,-0.259164,-0.916535,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186325,0.254926,0.326249,-0.470304,-2.59609,-0.080408,2.025409,0.571486,0.63146,0.013512,-0.775279,0,0.021446,-0.99976,0.000043,0,-0.775107,-0.016655,-0.63161,0,0.229187,-0.098013,0.061725,1,-0.980502,-0.026151,0.081527,0.12591,-1.027476,-0.265128,-0.902453,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186326,0.254929,0.326242,-0.47031,-2.596092,-0.08041,2.025408,0.571477,0.631462,0.013521,-0.775276,0,0.021451,-0.99976,0.000036,0,-0.775105,-0.016654,-0.631613,0,0.229188,-0.098013,0.061726,1,-0.980501,-0.026154,0.081527,0.12591,-1.019073,-0.269739,-0.884114,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186327,0.254923,0.326244,-0.470297,-2.596092,-0.080409,2.025407,0.571476,0.63146,0.013529,-0.775278,0,0.021458,-0.99976,0.000031,0,-0.775107,-0.016656,-0.631611,0,0.229187,-0.098011,0.061725,1,-0.980502,-0.02614,0.081527,0.12591,-1.001778,-0.271866,-0.869094,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186328,0.254929,0.326249,-0.470304,-2.596095,-0.080407,2.025408,0.571481,0.631455,0.013519,-0.775282,0,0.021451,-0.99976,0.000038,0,-0.775111,-0.016655,-0.631606,0,0.229185,-0.098012,0.061724,1,-0.980518,-0.026144,0.081526,0.125911,-0.9853,-0.274536,-0.85712,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186329,0.254926,0.326244,-0.470302,-2.596092,-0.080409,2.025408,0.571479,0.631461,0.013523,-0.775277,0,0.021453,-0.99976,0.000035,0,-0.775106,-0.016655,-0.631612,0,0.229187,-0.098012,0.061725,1,-0.980502,-0.026146,0.081527,0.12591,-0.974553,-0.276809,-0.846275,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186330,0.254926,0.326249,-0.470299,-2.59609,-0.08041,2.025408,0.571482,0.631458,0.013522,-0.77528,0,0.021456,-0.99976,0.000039,0,-0.775108,-0.016659,-0.631609,0,0.229187,-0.098012,0.061724,1,-0.980501,-0.026144,0.081527,0.12591,-0.972504,-0.277659,-0.839821,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186331,0.254926,0.32625,-0.470307,-2.59609,-0.08041,2.025407,0.57148,0.631458,0.013516,-0.77528,0,0.021449,-0.99976,0.00004,0,-0.775108,-0.016654,-0.631609,0,0.229187,-0.098014,0.061725,1,-0.980506,-0.026158,0.081526,0.12591,-0.979724,-0.27656,-0.83581,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186332,0.254926,0.326247,-0.470305,-2.596094,-0.08041,2.025408,0.571479,0.631457,0.013521,-0.775281,0,0.021451,-0.99976,0.000036,0,-0.77511,-0.016654,-0.631607,0,0.229185,-0.098013,0.061725,1,-0.980515,-0.02615,0.081526,0.125911,-0.991949,-0.272063,-0.834224,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186333,0.254926,0.326247,-0.470302,-2.596093,-0.08041,2.025408,0.571484,0.631457,0.013518,-0.77528,0,0.021451,-0.99976,0.00004,0,-0.775109,-0.016656,-0.631608,0,0.229186,-0.098012,0.061725,1,-0.980509,-0.026147,0.081526,0.125911,-1.005285,-0.267026,-0.837484,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186334,0.254925,0.326242,-0.470302,-2.596092,-0.08041,2.025407,0.571477,0.631461,0.013526,-0.775277,0,0.021455,-0.99976,0.000033,0,-0.775106,-0.016655,-0.631612,0,0.229187,-0.098012,0.061726,1,-0.980501,-0.026146,0.081527,0.12591,-1.018759,-0.264055,-0.845521,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186335,0.254924,0.326241,-0.4703,-2.59609,-0.080408,2.025408,0.571482,0.631464,0.013521,-0.775275,0,0.021451,-0.99976,0.000037,0,-0.775103,-0.016654,-0.631615,0,0.229189,-0.098011,0.061726,1,-0.980491,-0.026142,0.081527,0.12591,-1.027361,-0.26302,-0.855965,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186336,0.254926,0.326243,-0.470303,-2.596092,-0.080407,2.025408,0.571481,0.631461,0.013519,-0.775277,0,0.02145,-0.99976,0.000037,0,-0.775106,-0.016653,-0.631612,0,0.229188,-0.098012,0.061726,1,-0.980501,-0.026144,0.081527,0.12591,-1.024574,-0.2642,-0.863608,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186337,0.254926,0.326247,-0.470302,-2.596092,-0.080405,2.025408,0.571481,0.631459,0.013519,-0.775279,0,0.021449,-0.99976,0.000037,0,-0.775107,-0.016652,-0.63161,0,0.229187,-0.098011,0.061725,1,-0.980505,-0.026143,0.081526,0.12591,-1.014399,-0.265693,-0.866393,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186338,0.254923,0.326242,-0.470301,-2.596088,-0.080406,2.025404,0.571484,0.631463,0.013516,-0.775276,0,0.021446,-0.99976,0.000038,0,-0.775104,-0.016651,-0.631614,0,0.229189,-0.098012,0.061727,1,-0.98049,-0.026146,0.081527,0.12591,-1.006449,-0.265916,-0.8686,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186339,0.254926,0.326247,-0.470305,-2.596092,-0.080405,2.025408,0.571481,0.631459,0.013516,-0.775279,0,0.021447,-0.99976,0.000038,0,-0.775108,-0.016651,-0.63161,0,0.229186,-0.098012,0.061725,1,-0.980508,-0.026148,0.081526,0.125911,-1.003835,-0.265448,-0.872889,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186340,0.254926,0.326247,-0.470305,-2.59609,-0.080405,2.025404,0.571484,0.631458,0.013513,-0.77528,0,0.021444,-0.99976,0.00004,0,-0.775109,-0.016651,-0.631608,0,0.229187,-0.098012,0.061725,1,-0.980504,-0.026149,0.081526,0.12591,-1.005468,-0.264386,-0.873872,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186341,0.254926,0.326241,-0.4703,-2.596092,-0.080409,2.025406,0.571475,0.631461,0.013528,-0.775277,0,0.021457,-0.99976,0.000031,0,-0.775106,-0.016655,-0.631612,0,0.229188,-0.098011,0.061726,1,-0.9805,-0.02614,0.081527,0.12591,-1.009736,-0.263788,-0.871716,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186342,0.254929,0.326246,-0.470299,-2.596092,-0.080407,2.025406,0.57148,0.631458,0.013525,-0.77528,0,0.021457,-0.99976,0.000035,0,-0.775108,-0.016658,-0.631609,0,0.229187,-0.09801,0.061725,1,-0.980504,-0.026135,0.081526,0.12591,-1.014375,-0.266909,-0.87187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186343,0.254923,0.326247,-0.470307,-2.596087,-0.080409,2.025407,0.571477,0.631463,0.013518,-0.775276,0,0.021448,-0.99976,0.000038,0,-0.775105,-0.016652,-0.631613,0,0.229189,-0.098015,0.061726,1,-0.980493,-0.026162,0.081527,0.12591,-1.020443,-0.270044,-0.874779,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186344,0.254926,0.326242,-0.470302,-2.596087,-0.080407,2.025412,0.571476,0.631469,0.013525,-0.77527,0,0.021455,-0.99976,0.000034,0,-0.775099,-0.016655,-0.63162,0,0.229192,-0.098012,0.061726,1,-0.980477,-0.026145,0.081528,0.125909,-1.030245,-0.267718,-0.883421,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186345,0.254926,0.326247,-0.4703,-2.596087,-0.080407,2.025408,0.57148,0.631463,0.013522,-0.775276,0,0.021453,-0.99976,0.000037,0,-0.775105,-0.016656,-0.631613,0,0.22919,-0.098011,0.061725,1,-0.980489,-0.026144,0.081527,0.12591,-1.043666,-0.264861,-0.897041,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186346,0.25492,0.326249,-0.470302,-2.596087,-0.080406,2.025407,0.571475,0.63146,0.013521,-0.775278,0,0.021448,-0.99976,0.000034,0,-0.775106,-0.01665,-0.631611,0,0.229188,-0.098013,0.061725,1,-0.980497,-0.026154,0.081527,0.12591,-1.06407,-0.261523,-0.909136,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186347,0.254926,0.326247,-0.470302,-2.59609,-0.080409,2.025406,0.571481,0.631459,0.01352,-0.775279,0,0.021453,-0.99976,0.000038,0,-0.775108,-0.016657,-0.63161,0,0.229188,-0.098012,0.061725,1,-0.9805,-0.026147,0.081527,0.12591,-1.095071,-0.253772,-0.920312,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186348,0.254928,0.32625,-0.470301,-2.596092,-0.080409,2.025407,0.571478,0.631455,0.013525,-0.775282,0,0.021457,-0.99976,0.000036,0,-0.775111,-0.016658,-0.631606,0,0.229186,-0.098011,0.061724,1,-0.980511,-0.026143,0.081526,0.125911,-1.130266,-0.246648,-0.92979,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186349,0.254926,0.326247,-0.470302,-2.596092,-0.08041,2.025408,0.57148,0.631458,0.013522,-0.77528,0,0.021455,-0.99976,0.000037,0,-0.775108,-0.016657,-0.631609,0,0.229187,-0.098012,0.061725,1,-0.980506,-0.026146,0.081526,0.125911,-1.161111,-0.243973,-0.933423,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186350,0.254924,0.326249,-0.470302,-2.596084,-0.08041,2.025408,0.571482,0.631463,0.013518,-0.775275,0,0.021452,-0.99976,0.000041,0,-0.775104,-0.016657,-0.631614,0,0.22919,-0.098014,0.061725,1,-0.980485,-0.026156,0.081528,0.12591,-1.186789,-0.243353,-0.935456,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186351,0.254923,0.326242,-0.4703,-2.59609,-0.080411,2.025408,0.571477,0.631463,0.013526,-0.775275,0,0.021456,-0.99976,0.000034,0,-0.775104,-0.016656,-0.631614,0,0.229189,-0.098012,0.061726,1,-0.980492,-0.026147,0.081527,0.12591,-1.207723,-0.242417,-0.942406,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186352,0.254929,0.326249,-0.470304,-2.596092,-0.080411,2.025411,0.571481,0.631459,0.013521,-0.775279,0,0.021456,-0.99976,0.00004,0,-0.775107,-0.016659,-0.63161,0,0.229187,-0.098012,0.061724,1,-0.980505,-0.026149,0.081526,0.12591,-1.220557,-0.242349,-0.951968,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186353,0.254923,0.326245,-0.470302,-2.596092,-0.080406,2.025409,0.571477,0.631461,0.013521,-0.775277,0,0.02145,-0.99976,0.000034,0,-0.775106,-0.016651,-0.631612,0,0.229187,-0.098012,0.061725,1,-0.980503,-0.026147,0.081526,0.12591,-1.224177,-0.243184,-0.957897,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186354,0.254926,0.326243,-0.470302,-2.59609,-0.080407,2.025408,0.571482,0.631463,0.01352,-0.775276,0,0.021451,-0.99976,0.000037,0,-0.775104,-0.016654,-0.631614,0,0.229189,-0.098012,0.061726,1,-0.980493,-0.026145,0.081527,0.12591,-1.22174,-0.243105,-0.96253,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186355,0.254923,0.326249,-0.470304,-2.59609,-0.080406,2.025408,0.571477,0.631459,0.013519,-0.775279,0,0.021448,-0.99976,0.000036,0,-0.775108,-0.016651,-0.63161,0,0.229187,-0.098013,0.061725,1,-0.980504,-0.026153,0.081526,0.12591,-1.217003,-0.242127,-0.967452,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186356,0.254926,0.326244,-0.470305,-2.59609,-0.080405,2.025407,0.571477,0.631462,0.013521,-0.775276,0,0.021449,-0.99976,0.000034,0,-0.775105,-0.016651,-0.631613,0,0.229188,-0.098012,0.061726,1,-0.980496,-0.026147,0.081527,0.12591,-1.211621,-0.241063,-0.969947,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186357,0.254923,0.326244,-0.470305,-2.596087,-0.080407,2.025408,0.571479,0.631465,0.013517,-0.775274,0,0.021446,-0.99976,0.000037,0,-0.775103,-0.01665,-0.631616,0,0.22919,-0.098014,0.061726,1,-0.980489,-0.026156,0.081527,0.12591,-1.205667,-0.23918,-0.973726,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186358,0.254929,0.326245,-0.470307,-2.59609,-0.080409,2.025408,0.571476,0.631462,0.013523,-0.775277,0,0.021454,-0.99976,0.000036,0,-0.775105,-0.016656,-0.631613,0,0.229188,-0.098013,0.061726,1,-0.980496,-0.02615,0.081527,0.12591,-1.199589,-0.236321,-0.978551,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186359,0.254929,0.326244,-0.470305,-2.596087,-0.080406,2.025408,0.571481,0.631465,0.013519,-0.775274,0,0.021451,-0.99976,0.000038,0,-0.775103,-0.016655,-0.631616,0,0.22919,-0.098012,0.061726,1,-0.980485,-0.026146,0.081528,0.12591,-1.194593,-0.236797,-0.978789,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186360,0.254926,0.326249,-0.470305,-2.59609,-0.080406,2.025412,0.571476,0.631462,0.013521,-0.775277,0,0.021451,-0.99976,0.000036,0,-0.775105,-0.016653,-0.631613,0,0.229188,-0.098013,0.061724,1,-0.980498,-0.026151,0.081527,0.12591,-1.191087,-0.241158,-0.971691,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186361,0.254926,0.326246,-0.470302,-2.596092,-0.080406,2.025409,0.571481,0.63146,0.013519,-0.775278,0,0.021449,-0.99976,0.000038,0,-0.775107,-0.016653,-0.631611,0,0.229187,-0.098012,0.061725,1,-0.980504,-0.026144,0.081526,0.12591,-1.186508,-0.245966,-0.958883,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186362,0.254923,0.326247,-0.470303,-2.59609,-0.080409,2.025409,0.571476,0.631461,0.013523,-0.775277,0,0.021453,-0.99976,0.000035,0,-0.775106,-0.016655,-0.631612,0,0.229188,-0.098013,0.061725,1,-0.980499,-0.026153,0.081527,0.12591,-1.179405,-0.249776,-0.947902,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186363,0.254923,0.326242,-0.470302,-2.59609,-0.080407,2.02541,0.571475,0.631466,0.013525,-0.775273,0,0.021453,-0.99976,0.000033,0,-0.775102,-0.016653,-0.631617,0,0.22919,-0.098012,0.061726,1,-0.980489,-0.026147,0.081527,0.12591,-1.171615,-0.251492,-0.944081,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186364,0.254926,0.326247,-0.470305,-2.59609,-0.080407,2.025409,0.57148,0.631462,0.013518,-0.775277,0,0.021448,-0.99976,0.000038,0,-0.775105,-0.016653,-0.631612,0,0.229188,-0.098013,0.061725,1,-0.980498,-0.02615,0.081527,0.12591,-1.164898,-0.252065,-0.943926,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186365,0.254923,0.326241,-0.470302,-2.596087,-0.080406,2.025407,0.571476,0.631467,0.013523,-0.775273,0,0.02145,-0.99976,0.000033,0,-0.775101,-0.016651,-0.631618,0,0.229191,-0.098012,0.061726,1,-0.980483,-0.026148,0.081528,0.12591,-1.160326,-0.252581,-0.943978,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186366,0.254926,0.326246,-0.470302,-2.59609,-0.080409,2.025408,0.571478,0.631461,0.013523,-0.775277,0,0.021454,-0.99976,0.000036,0,-0.775106,-0.016656,-0.631612,0,0.229188,-0.098012,0.061725,1,-0.980497,-0.026148,0.081527,0.12591,-1.157949,-0.25356,-0.944047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186367,0.25492,0.326243,-0.470302,-2.59609,-0.08041,2.025408,0.571475,0.631463,0.013524,-0.775276,0,0.021452,-0.99976,0.000033,0,-0.775104,-0.016653,-0.631614,0,0.229188,-0.098013,0.061726,1,-0.980497,-0.026155,0.081527,0.12591,-1.155014,-0.254539,-0.943142,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186368,0.254923,0.326245,-0.470303,-2.596091,-0.080409,2.025408,0.571473,0.631461,0.013527,-0.775277,0,0.021455,-0.99976,0.000031,0,-0.775106,-0.016654,-0.631612,0,0.229187,-0.098013,0.061725,1,-0.980502,-0.026151,0.081527,0.12591,-1.147721,-0.248145,-0.943163,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186369,0.25492,0.326246,-0.470302,-2.596087,-0.080412,2.025408,0.571477,0.631463,0.013522,-0.775276,0,0.021453,-0.99976,0.000036,0,-0.775105,-0.016655,-0.631613,0,0.229189,-0.098014,0.061726,1,-0.980491,-0.026158,0.081527,0.12591,-1.137017,-0.227038,-0.945306,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186370,0.254926,0.326242,-0.470302,-2.59609,-0.080411,2.025408,0.571475,0.631464,0.013528,-0.775275,0,0.021458,-0.99976,0.000033,0,-0.775104,-0.016657,-0.631615,0,0.229189,-0.098012,0.061726,1,-0.980491,-0.026147,0.081527,0.12591,-1.12734,-0.198507,-0.949417,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186371,0.254923,0.326246,-0.470301,-2.596087,-0.080407,2.025407,0.571474,0.631462,0.013525,-0.775276,0,0.021454,-0.99976,0.000033,0,-0.775105,-0.016653,-0.631613,0,0.229189,-0.098012,0.061725,1,-0.980491,-0.026149,0.081527,0.12591,-1.122265,-0.180505,-0.954067,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186372,0.254923,0.326239,-0.470302,-2.596092,-0.08041,2.025408,0.571475,0.631464,0.013527,-0.775275,0,0.021455,-0.99976,0.000031,0,-0.775104,-0.016653,-0.631615,0,0.229188,-0.098012,0.061726,1,-0.980497,-0.026147,0.081527,0.12591,-1.122436,-0.183534,-0.957079,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186373,0.254926,0.326241,-0.470303,-2.596087,-0.08041,2.025409,0.571471,0.631467,0.013531,-0.775272,0,0.02146,-0.99976,0.00003,0,-0.775101,-0.016657,-0.631618,0,0.229191,-0.098012,0.061726,1,-0.98048,-0.026149,0.081528,0.12591,-1.12544,-0.201654,-0.960301,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186374,0.254926,0.326244,-0.470297,-2.596092,-0.08041,2.025407,0.571471,0.631459,0.013535,-0.775279,0,0.021464,-0.99976,0.000028,0,-0.775107,-0.016658,-0.63161,0,0.229188,-0.09801,0.061725,1,-0.980501,-0.026136,0.081527,0.12591,-1.129867,-0.225286,-0.961031,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186375,0.254923,0.326244,-0.470304,-2.596087,-0.08041,2.025407,0.571474,0.631464,0.013525,-0.775275,0,0.021454,-0.99976,0.000033,0,-0.775103,-0.016654,-0.631615,0,0.22919,-0.098013,0.061726,1,-0.980488,-0.026155,0.081527,0.12591,-1.134637,-0.248011,-0.955876,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186376,0.254923,0.326251,-0.470307,-2.59609,-0.080409,2.025407,0.571471,0.631457,0.013523,-0.775281,0,0.021451,-0.99976,0.000033,0,-0.77511,-0.016652,-0.631607,0,0.229186,-0.098015,0.061725,1,-0.98051,-0.026161,0.081526,0.125911,-1.138826,-0.262535,-0.946085,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186377,0.254923,0.326245,-0.4703,-2.596082,-0.080409,2.025408,0.571475,0.631468,0.013526,-0.775272,0,0.021457,-0.99976,0.000034,0,-0.7751,-0.016657,-0.631619,0,0.229193,-0.098013,0.061726,1,-0.980472,-0.026151,0.081528,0.125909,-1.143209,-0.268735,-0.934697,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186378,0.254923,0.326243,-0.470302,-2.596089,-0.080407,2.025411,0.571468,0.631466,0.013532,-0.775273,0,0.021457,-0.99976,0.000027,0,-0.775102,-0.016653,-0.631617,0,0.22919,-0.098012,0.061725,1,-0.980489,-0.026149,0.081527,0.12591,-1.147543,-0.272278,-0.928936,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186379,0.254929,0.326249,-0.470301,-2.596089,-0.08041,2.02541,0.571476,0.63146,0.013528,-0.775278,0,0.021461,-0.99976,0.000035,0,-0.775106,-0.01666,-0.631611,0,0.229188,-0.098012,0.061724,1,-0.980497,-0.026145,0.081527,0.12591,-1.149788,-0.276613,-0.92828,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186380,0.254923,0.326242,-0.47031,-2.596088,-0.080406,2.025409,0.571471,0.631468,0.013522,-0.775272,0,0.021447,-0.99976,0.000031,0,-0.775101,-0.016648,-0.631618,0,0.22919,-0.098015,0.061726,1,-0.980487,-0.026161,0.081528,0.12591,-1.14946,-0.280137,-0.928065,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186381,0.25492,0.326246,-0.470302,-2.596086,-0.08041,2.025408,0.571473,0.631463,0.013525,-0.775276,0,0.021454,-0.99976,0.000033,0,-0.775104,-0.016653,-0.631614,0,0.229189,-0.098014,0.061726,1,-0.98049,-0.026157,0.081527,0.12591,-1.147601,-0.278478,-0.930549,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186382,0.254929,0.326249,-0.4703,-2.596084,-0.08041,2.025408,0.571475,0.631463,0.013529,-0.775276,0,0.021463,-0.99976,0.000035,0,-0.775104,-0.016662,-0.631614,0,0.229191,-0.098012,0.061725,1,-0.980482,-0.026146,0.081528,0.12591,-1.147912,-0.27543,-0.93274,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186383,0.254923,0.326244,-0.470302,-2.59609,-0.080412,2.025409,0.571467,0.631462,0.013534,-0.775276,0,0.021462,-0.99976,0.000028,0,-0.775105,-0.016657,-0.631613,0,0.229188,-0.098013,0.061726,1,-0.980495,-0.026152,0.081527,0.12591,-1.150195,-0.27612,-0.932244,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186384,0.254923,0.326249,-0.470302,-2.596084,-0.08041,2.025406,0.571472,0.631461,0.013527,-0.775277,0,0.021457,-0.99976,0.000034,0,-0.775106,-0.016657,-0.631612,0,0.22919,-0.098014,0.061725,1,-0.980487,-0.026157,0.081528,0.12591,-1.150608,-0.276413,-0.93189,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186385,0.254926,0.326245,-0.470302,-2.596084,-0.080407,2.025408,0.571466,0.631466,0.013535,-0.775273,0,0.021462,-0.99976,0.000026,0,-0.775102,-0.016656,-0.631617,0,0.229192,-0.098012,0.061726,1,-0.980478,-0.026147,0.081528,0.125909,-1.15191,-0.273943,-0.93149,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186386,0.254926,0.326246,-0.470299,-2.596092,-0.080407,2.02541,0.571474,0.631461,0.013529,-0.775278,0,0.021458,-0.99976,0.000031,0,-0.775106,-0.016656,-0.631612,0,0.229187,-0.098011,0.061725,1,-0.980501,-0.02614,0.081527,0.12591,-1.154068,-0.273188,-0.930342,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186387,0.254926,0.326252,-0.470299,-2.596092,-0.080409,2.025409,0.571472,0.631455,0.01353,-0.775282,0,0.02146,-0.99976,0.000031,0,-0.775111,-0.016658,-0.631606,0,0.229186,-0.098012,0.061724,1,-0.980512,-0.026144,0.081526,0.125911,-1.152747,-0.275933,-0.924972,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186388,0.254923,0.326247,-0.470302,-2.59609,-0.08041,2.025407,0.571466,0.631459,0.013534,-0.775279,0,0.02146,-0.99976,0.000027,0,-0.775107,-0.016655,-0.63161,0,0.229187,-0.098013,0.061725,1,-0.980501,-0.026152,0.081527,0.12591,-1.149151,-0.27784,-0.914509,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186389,0.254926,0.326247,-0.4703,-2.596087,-0.080407,2.025408,0.57147,0.631462,0.013532,-0.775276,0,0.02146,-0.99976,0.000029,0,-0.775104,-0.016656,-0.631613,0,0.22919,-0.098012,0.061725,1,-0.980488,-0.026144,0.081527,0.12591,-1.147056,-0.27594,-0.905974,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186390,0.254923,0.326241,-0.470302,-2.596088,-0.080406,2.025408,0.571466,0.631466,0.013533,-0.775273,0,0.021457,-0.99976,0.000025,0,-0.775102,-0.016651,-0.631617,0,0.22919,-0.098012,0.061726,1,-0.980484,-0.026147,0.081528,0.12591,-1.146982,-0.271884,-0.9051,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
