"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/PShape_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.573126,-0.00323033,-0.819449,0,-0.00695561,-0.999966,-0.000922836,0,-0.819434,0.00622879,-0.57314,0,0.235074,-0.0658581,0.0674098,1],initial_joint_pose:[0.487182,0.395801,-0.603417,-2.5447,0.0725013,1.91511,0.538146],initial_x_ds:-0.75,initial_y_ds:-0.58,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:9.091,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
9316484,0.67565,0.504488,-0.410306,-2.310953,0.366349,1.756089,0.701979,0.555586,0.020353,-0.831198,0,0.016047,-0.999767,-0.013755,0,-0.8313,-0.005696,-0.555794,0,0.287743,0.109363,0.059418,1,-0.271184,1.012933,0.146765,0.030986,0.394387,0.958611,-1.648069,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316485,0.675615,0.504706,-0.410312,-2.310568,0.366348,1.755867,0.701984,0.555561,0.020347,-0.831215,0,0.016066,-0.999767,-0.013735,0,-0.831317,-0.005724,-0.555769,0,0.287844,0.109383,0.059417,1,-0.270266,1.013116,0.146788,0.030878,0.448456,0.986649,-1.588222,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316486,0.675574,0.50492,-0.410312,-2.310163,0.366354,1.755634,0.701991,0.555543,0.020348,-0.831227,0,0.016079,-0.999767,-0.013727,0,-0.831329,-0.00574,-0.555751,0,0.287953,0.109408,0.05942,1,-0.269276,1.013347,0.146813,0.030758,0.478108,1.019404,-1.537082,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316487,0.675532,0.505124,-0.410315,-2.309759,0.366358,1.755406,0.701994,0.555536,0.020355,-0.831232,0,0.016094,-0.999767,-0.013726,0,-0.831333,-0.005753,-0.555744,0,0.288065,0.109434,0.059425,1,-0.268256,1.013579,0.146838,0.030636,0.481558,1.047354,-1.508082,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316488,0.675489,0.50534,-0.410318,-2.309356,0.366359,1.755185,0.701996,0.555526,0.020358,-0.831238,0,0.016113,-0.999766,-0.013717,0,-0.83134,-0.005774,-0.555735,0,0.288176,0.109456,0.059425,1,-0.267251,1.013783,0.146863,0.030519,0.453045,1.063012,-1.515535,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316489,0.675448,0.505545,-0.410321,-2.308957,0.366362,1.754969,0.702003,0.555524,0.02036,-0.83124,0,0.016128,-0.999766,-0.01371,0,-0.831341,-0.00579,-0.555733,0,0.288287,0.109481,0.059428,1,-0.266236,1.014005,0.146887,0.030399,0.394562,1.068593,-1.546417,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316490,0.675414,0.505754,-0.410324,-2.308546,0.366363,1.754756,0.702005,0.555531,0.020374,-0.831235,0,0.016157,-0.999766,-0.013707,0,-0.831335,-0.005816,-0.555741,0,0.288404,0.109508,0.05943,1,-0.265176,1.014255,0.146913,0.030273,0.3191,1.067612,-1.588656,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316491,0.675376,0.505958,-0.410327,-2.30815,0.366365,1.754547,0.702011,0.555533,0.020377,-0.831233,0,0.016175,-0.999766,-0.013699,0,-0.831333,-0.005835,-0.555743,0,0.288516,0.109533,0.059433,1,-0.264163,1.01448,0.146938,0.030154,0.243612,1.056829,-1.644442,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316492,0.675332,0.506173,-0.410331,-2.30775,0.366368,1.754338,0.702012,0.555532,0.020379,-0.831234,0,0.016191,-0.999766,-0.01369,0,-0.831334,-0.005853,-0.555742,0,0.288627,0.109555,0.059432,1,-0.263147,1.014678,0.146962,0.030038,0.1779,1.036106,-1.704966,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316493,0.675288,0.506395,-0.410334,-2.307355,0.36637,1.754121,0.702009,0.555514,0.020379,-0.831246,0,0.016208,-0.999765,-0.013679,0,-0.831345,-0.005874,-0.555725,0,0.288733,0.109575,0.05943,1,-0.262183,1.014859,0.146984,0.029928,0.118676,1.010544,-1.741587,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316494,0.675243,0.506593,-0.410339,-2.30695,0.366374,1.753913,0.702016,0.555529,0.020384,-0.831236,0,0.016218,-0.999765,-0.013678,0,-0.831335,-0.005883,-0.55574,0,0.288852,0.1096,0.059434,1,-0.261106,1.015085,0.147009,0.029805,0.060246,0.985733,-1.74483,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316495,0.675201,0.506801,-0.410343,-2.306554,0.366379,1.753708,0.702024,0.555534,0.02038,-0.831233,0,0.016229,-0.999765,-0.013666,0,-0.831332,-0.005898,-0.555745,0,0.288964,0.109622,0.059434,1,-0.260086,1.015294,0.147033,0.029688,0.009026,0.972871,-1.737282,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316496,0.675161,0.507018,-0.410346,-2.306157,0.366383,1.753501,0.702026,0.555529,0.020381,-0.831235,0,0.016247,-0.999765,-0.013655,0,-0.831335,-0.005919,-0.555741,0,0.289074,0.109645,0.059433,1,-0.25909,1.015496,0.147056,0.029575,-0.023639,0.981217,-1.711024,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316497,0.675115,0.507223,-0.410347,-2.305761,0.366388,1.753301,0.702024,0.555538,0.02039,-0.831229,0,0.016262,-0.999765,-0.013656,0,-0.831328,-0.005932,-0.55575,0,0.289187,0.109668,0.059433,1,-0.25806,1.015711,0.147079,0.029458,-0.039853,1.006948,-1.649649,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316498,0.675074,0.50744,-0.410354,-2.305361,0.366393,1.753101,0.702026,0.555543,0.020389,-0.831226,0,0.016277,-0.999765,-0.013644,0,-0.831325,-0.00595,-0.555755,0,0.2893,0.10969,0.05943,1,-0.257035,1.015905,0.147102,0.029343,-0.047062,1.035918,-1.577873,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316499,0.675038,0.507644,-0.410361,-2.304976,0.366398,1.752898,0.702033,0.555544,0.020385,-0.831226,0,0.016289,-0.999765,-0.013632,0,-0.831324,-0.005967,-0.555756,0,0.289408,0.109712,0.059431,1,-0.256051,1.016106,0.147124,0.029232,-0.043095,1.056474,-1.520654,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316500,0.674994,0.507855,-0.410368,-2.304588,0.366405,1.752711,0.702038,0.555555,0.020377,-0.831219,0,0.016295,-0.999765,-0.013618,0,-0.831317,-0.005979,-0.555767,0,0.289519,0.109732,0.059428,1,-0.255039,1.016288,0.147146,0.029121,-0.024048,1.066029,-1.48416,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316501,0.674951,0.508075,-0.410366,-2.304199,0.366413,1.752524,0.702034,0.555558,0.02038,-0.831216,0,0.016313,-0.999765,-0.01361,0,-0.831314,-0.005998,-0.55577,0,0.289628,0.109753,0.059421,1,-0.254053,1.016483,0.147168,0.029011,0.008045,1.065748,-1.465784,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316502,0.674907,0.508287,-0.410372,-2.303799,0.366418,1.752341,0.702039,0.55558,0.020377,-0.831202,0,0.016323,-0.999765,-0.013599,0,-0.831299,-0.006013,-0.555793,0,0.289745,0.109775,0.059418,1,-0.252987,1.016679,0.147191,0.028894,0.048155,1.059599,-1.469962,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316503,0.674867,0.508499,-0.410375,-2.303407,0.366425,1.752152,0.702043,0.555592,0.020377,-0.831194,0,0.016339,-0.999765,-0.013588,0,-0.831291,-0.006032,-0.555804,0,0.289857,0.109798,0.059415,1,-0.25197,1.016888,0.147213,0.028781,0.094439,1.049738,-1.499834,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316504,0.674826,0.508706,-0.410381,-2.303017,0.366435,1.751962,0.702049,0.555604,0.020372,-0.831186,0,0.016346,-0.999765,-0.013578,0,-0.831283,-0.006043,-0.555816,0,0.289969,0.10982,0.059413,1,-0.250952,1.017089,0.147235,0.028669,0.151695,1.031944,-1.541502,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316505,0.674778,0.508918,-0.410385,-2.30263,0.366444,1.751774,0.702046,0.555612,0.020371,-0.831181,0,0.016352,-0.999765,-0.013572,0,-0.831277,-0.006051,-0.555825,0,0.290079,0.10984,0.059409,1,-0.249949,1.017267,0.147256,0.02856,0.217321,1.002883,-1.587361,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316506,0.674735,0.509127,-0.410393,-2.302237,0.366453,1.751586,0.702046,0.555627,0.02037,-0.831171,0,0.016361,-0.999764,-0.013565,0,-0.831267,-0.006061,-0.55584,0,0.290193,0.109861,0.059407,1,-0.248914,1.017462,0.147278,0.028448,0.276514,0.969242,-1.640425,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316507,0.674696,0.509328,-0.410397,-2.301848,0.366467,1.751403,0.70205,0.555649,0.020373,-0.831156,0,0.016369,-0.999764,-0.013563,0,-0.831252,-0.006069,-0.555862,0,0.290307,0.109886,0.059406,1,-0.247878,1.017691,0.1473,0.028333,0.323514,0.939204,-1.700635,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316508,0.674652,0.509545,-0.4104,-2.301466,0.366478,1.751219,0.70205,0.555653,0.020367,-0.831154,0,0.016376,-0.999764,-0.013551,0,-0.83125,-0.006081,-0.555866,0,0.290414,0.109906,0.0594,1,-0.246905,1.017871,0.14732,0.028228,0.367908,0.908767,-1.757233,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316509,0.67461,0.509753,-0.410406,-2.301079,0.36649,1.751031,0.702049,0.555665,0.020368,-0.831145,0,0.016384,-0.999764,-0.013546,0,-0.831242,-0.00609,-0.555878,0,0.290525,0.109928,0.059397,1,-0.245894,1.018069,0.147341,0.028118,0.41993,0.873725,-1.799601,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316510,0.674564,0.509952,-0.410406,-2.300688,0.366501,1.750844,0.702051,0.555684,0.020373,-0.831133,0,0.016392,-0.999764,-0.013547,0,-0.831229,-0.006097,-0.555897,0,0.290639,0.109952,0.059397,1,-0.244857,1.018292,0.147363,0.028005,0.479544,0.838965,-1.840473,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316511,0.674524,0.510153,-0.410417,-2.3003,0.366512,1.750652,0.702055,0.555699,0.020369,-0.831122,0,0.016395,-0.999764,-0.013541,0,-0.831218,-0.006102,-0.555913,0,0.290752,0.109974,0.059398,1,-0.243827,1.018492,0.147383,0.027895,0.534267,0.814486,-1.89965,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316512,0.674472,0.510358,-0.410424,-2.299904,0.366524,1.750463,0.702056,0.555718,0.020367,-0.83111,0,0.016394,-0.999764,-0.013538,0,-0.831206,-0.006102,-0.555932,0,0.290869,0.109995,0.059397,1,-0.242769,1.018681,0.147405,0.027783,0.571979,0.813914,-1.969494,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316513,0.67443,0.510563,-0.410431,-2.29952,0.366535,1.750279,0.702053,0.555732,0.020368,-0.8311,0,0.016401,-0.999764,-0.013534,0,-0.831196,-0.00611,-0.555946,0,0.29098,0.110016,0.059395,1,-0.241761,1.01887,0.147425,0.027676,0.593543,0.837612,-2.033799,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316514,0.674385,0.510768,-0.410431,-2.299123,0.366548,1.750096,0.702054,0.555757,0.020375,-0.831083,0,0.016411,-0.999764,-0.013536,0,-0.831179,-0.006116,-0.555971,0,0.291097,0.110042,0.059393,1,-0.240697,1.019105,0.147446,0.027561,0.607395,0.865777,-2.09152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316515,0.674345,0.510961,-0.410434,-2.298716,0.36656,1.749921,0.702058,0.555803,0.020388,-0.831052,0,0.016425,-0.999764,-0.013542,0,-0.831148,-0.006124,-0.556017,0,0.291222,0.110071,0.059395,1,-0.239558,1.019368,0.147469,0.027437,0.611385,0.885311,-2.153991,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316516,0.674295,0.511171,-0.41044,-2.298327,0.366573,1.749742,0.702059,0.555822,0.020382,-0.83104,0,0.016424,-0.999764,-0.013535,0,-0.831136,-0.006126,-0.556036,0,0.291336,0.11009,0.059391,1,-0.238526,1.019546,0.147489,0.02733,0.596583,0.904456,-2.222496,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316517,0.67425,0.511368,-0.410449,-2.297932,0.366584,1.749554,0.702062,0.555848,0.020383,-0.831023,0,0.016426,-0.999764,-0.013535,0,-0.831118,-0.006128,-0.556062,0,0.291454,0.110113,0.059393,1,-0.237454,1.019756,0.14751,0.027218,0.569187,0.928246,-2.28035,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316518,0.674196,0.511571,-0.410453,-2.297539,0.366592,1.749366,0.702059,0.555866,0.020386,-0.83101,0,0.01643,-0.999764,-0.013536,0,-0.831106,-0.00613,-0.556081,0,0.291569,0.110134,0.059392,1,-0.236401,1.01994,0.14753,0.027109,0.543478,0.948988,-2.323045,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316519,0.674157,0.511771,-0.410456,-2.297141,0.366602,1.749166,0.702061,0.555881,0.020395,-0.831,0,0.016445,-0.999764,-0.013537,0,-0.831096,-0.006141,-0.556095,0,0.291684,0.11016,0.059394,1,-0.235358,1.020181,0.14755,0.026998,0.52347,0.958962,-2.357363,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316520,0.674109,0.511972,-0.410458,-2.296737,0.366611,1.748977,0.702066,0.555907,0.0204,-0.830982,0,0.016454,-0.999763,-0.013536,0,-0.831078,-0.006148,-0.556122,0,0.291804,0.110185,0.059396,1,-0.234269,1.02041,0.147571,0.026884,0.501927,0.950157,-2.38725,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316521,0.674067,0.512164,-0.410466,-2.296343,0.36662,1.748781,0.702064,0.555928,0.02041,-0.830969,0,0.016463,-0.999763,-0.013542,0,-0.831064,-0.006152,-0.556143,0,0.29192,0.11021,0.059399,1,-0.233213,1.020631,0.147591,0.026773,0.473269,0.919877,-2.413395,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316522,0.67402,0.512368,-0.410469,-2.295948,0.36663,1.74858,0.702066,0.555936,0.020412,-0.830963,0,0.016469,-0.999763,-0.013541,0,-0.831058,-0.006157,-0.556151,0,0.292033,0.110233,0.0594,1,-0.232185,1.020842,0.147611,0.026667,0.435961,0.877916,-2.439126,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316523,0.673972,0.512566,-0.41048,-2.295532,0.36664,1.748377,0.702064,0.555966,0.020423,-0.830943,0,0.016475,-0.999763,-0.013549,0,-0.831038,-0.006156,-0.556181,0,0.292159,0.110258,0.059406,1,-0.231042,1.02107,0.147632,0.026549,0.384648,0.83803,-2.473659,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316524,0.673931,0.51277,-0.410485,-2.295133,0.366647,1.748163,0.702065,0.555966,0.02043,-0.830943,0,0.016489,-0.999763,-0.013548,0,-0.831038,-0.006169,-0.556181,0,0.29227,0.110282,0.059409,1,-0.230029,1.021293,0.147651,0.026444,0.318832,0.804821,-2.515378,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316525,0.673879,0.512971,-0.410488,-2.29473,0.366654,1.747955,0.70207,0.555977,0.020432,-0.830935,0,0.016493,-0.999763,-0.013548,0,-0.83103,-0.006172,-0.556193,0,0.292387,0.110305,0.059413,1,-0.228966,1.021502,0.14767,0.026335,0.248412,0.779694,-2.542604,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316526,0.673838,0.513174,-0.410497,-2.294334,0.36666,1.74775,0.702068,0.555985,0.020438,-0.83093,0,0.016506,-0.999762,-0.013547,0,-0.831025,-0.006184,-0.556201,0,0.2925,0.110328,0.059414,1,-0.22794,1.02171,0.147689,0.026231,0.184126,0.760999,-2.545144,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316527,0.673794,0.513365,-0.410509,-2.293929,0.366667,1.747549,0.702068,0.556011,0.020448,-0.830912,0,0.016513,-0.999762,-0.013553,0,-0.831007,-0.006186,-0.556227,0,0.292622,0.110352,0.059421,1,-0.226835,1.021927,0.147708,0.026119,0.133169,0.73891,-2.533279,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316528,0.673744,0.513562,-0.410508,-2.293517,0.366674,1.747347,0.70207,0.556035,0.020462,-0.830895,0,0.016527,-0.999762,-0.013561,0,-0.830991,-0.006192,-0.556252,0,0.292744,0.11038,0.059425,1,-0.225726,1.022178,0.147729,0.026005,0.089825,0.709999,-2.517905,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316529,0.673698,0.513761,-0.410517,-2.293127,0.366675,1.747141,0.702074,0.55604,0.02046,-0.830892,0,0.016535,-0.999762,-0.013553,0,-0.830987,-0.006203,-0.556257,0,0.292855,0.110399,0.059428,1,-0.224712,1.022356,0.147746,0.025905,0.044132,0.681065,-2.507018,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316530,0.67364,0.513964,-0.410523,-2.292725,0.366679,1.746933,0.702073,0.556049,0.020462,-0.830886,0,0.016537,-0.999762,-0.013554,0,-0.830981,-0.006204,-0.556266,0,0.292972,0.110419,0.059431,1,-0.223652,1.022532,0.147764,0.025802,0.000386,0.659853,-2.501688,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316531,0.673591,0.514158,-0.410532,-2.292324,0.366682,1.746718,0.702073,0.556059,0.020468,-0.830879,0,0.016544,-0.999762,-0.013557,0,-0.830975,-0.006208,-0.556275,0,0.293088,0.110441,0.059438,1,-0.222592,1.022731,0.147782,0.025697,-0.031352,0.649013,-2.509928,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316532,0.67354,0.514356,-0.410539,-2.291919,0.366684,1.746503,0.702071,0.556067,0.020478,-0.830873,0,0.016554,-0.999761,-0.013561,0,-0.830969,-0.006214,-0.556284,0,0.293205,0.110462,0.059444,1,-0.22153,1.022931,0.147801,0.025593,-0.045177,0.645303,-2.543945,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316533,0.673494,0.514564,-0.410549,-2.29151,0.366685,1.746294,0.702081,0.556079,0.020471,-0.830866,0,0.016561,-0.999761,-0.013549,0,-0.830961,-0.006226,-0.556296,0,0.293323,0.110484,0.059446,1,-0.220456,1.023123,0.147819,0.025488,-0.044543,0.64454,-2.590216,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316534,0.673444,0.514755,-0.410555,-2.29111,0.366682,1.746076,0.702084,0.556084,0.020478,-0.830862,0,0.016572,-0.999761,-0.013549,0,-0.830957,-0.006235,-0.556302,0,0.293439,0.110505,0.059454,1,-0.219408,1.02332,0.147836,0.025386,-0.042663,0.645702,-2.634628,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316535,0.673395,0.514945,-0.410559,-2.290705,0.36668,1.745845,0.702083,0.556085,0.020495,-0.830861,0,0.01659,-0.999761,-0.013558,0,-0.830956,-0.006244,-0.556302,0,0.293554,0.11053,0.059464,1,-0.218359,1.023544,0.147854,0.025282,-0.04687,0.646942,-2.681492,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316536,0.67335,0.515131,-0.410566,-2.290304,0.366681,1.745617,0.702081,0.556087,0.020511,-0.830859,0,0.016604,-0.99976,-0.013568,0,-0.830955,-0.006251,-0.556305,0,0.293668,0.110555,0.059474,1,-0.217319,1.02377,0.147872,0.025179,-0.055534,0.643328,-2.737391,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316537,0.673297,0.515337,-0.410573,-2.289905,0.366685,1.745394,0.702091,0.55608,0.020501,-0.830864,0,0.016602,-0.999761,-0.013557,0,-0.830959,-0.006255,-0.556298,0,0.29378,0.110574,0.059478,1,-0.216306,1.023947,0.147888,0.025082,-0.069158,0.637342,-2.802533,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316538,0.673246,0.515531,-0.410583,-2.289503,0.366683,1.745181,0.702092,0.556091,0.020507,-0.830857,0,0.016612,-0.99976,-0.013558,0,-0.830952,-0.006263,-0.556309,0,0.293897,0.110595,0.059485,1,-0.21524,1.024131,0.147905,0.024981,-0.08906,0.643904,-2.866469,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316539,0.673205,0.515727,-0.410595,-2.289113,0.366682,1.744964,0.702094,0.556089,0.020509,-0.830858,0,0.016624,-0.99976,-0.013552,0,-0.830953,-0.006276,-0.556308,0,0.294007,0.110615,0.05949,1,-0.214242,1.024316,0.147921,0.024886,-0.10863,0.669978,-2.930195,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316540,0.673155,0.515921,-0.410607,-2.288708,0.366682,1.744737,0.702093,0.556092,0.020517,-0.830856,0,0.016633,-0.99976,-0.013556,0,-0.830951,-0.006281,-0.556311,0,0.294123,0.110636,0.059499,1,-0.213183,1.024509,0.147938,0.024786,-0.115863,0.705842,-3.002034,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316541,0.673109,0.516128,-0.410619,-2.288306,0.366682,1.744508,0.702104,0.556082,0.020506,-0.830863,0,0.016636,-0.99976,-0.013541,0,-0.830957,-0.006292,-0.556301,0,0.294235,0.110655,0.059504,1,-0.212172,1.024682,0.147954,0.024691,-0.108682,0.744333,-3.072061,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316542,0.673059,0.516334,-0.410625,-2.287907,0.366682,1.744268,0.702109,0.556061,0.020504,-0.830877,0,0.016642,-0.99976,-0.013534,0,-0.830971,-0.006302,-0.55628,0,0.294342,0.110676,0.05951,1,-0.211192,1.024867,0.147969,0.024598,-0.093971,0.777769,-3.114967,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316543,0.673013,0.516533,-0.410637,-2.287508,0.366686,1.744041,0.702113,0.556055,0.020503,-0.830881,0,0.016647,-0.99976,-0.013529,0,-0.830975,-0.006309,-0.556274,0,0.294454,0.110696,0.059517,1,-0.210177,1.025056,0.147985,0.024503,-0.073832,0.795146,-3.114983,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316544,0.672968,0.516737,-0.410648,-2.287106,0.366683,1.743813,0.702111,0.556048,0.020508,-0.830885,0,0.016661,-0.99976,-0.013526,0,-0.830979,-0.006323,-0.556267,0,0.294566,0.110716,0.059522,1,-0.209159,1.025237,0.148001,0.024409,-0.047649,0.795529,-3.079893,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316545,0.672919,0.516935,-0.410657,-2.2867,0.366683,1.743574,0.702123,0.556038,0.020504,-0.830892,0,0.016666,-0.99976,-0.013518,0,-0.830986,-0.006331,-0.556257,0,0.294679,0.110738,0.059531,1,-0.208135,1.025437,0.148017,0.024313,-0.017789,0.781356,-3.02367,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316546,0.67287,0.517138,-0.410668,-2.286305,0.366682,1.743326,0.702129,0.556011,0.020497,-0.830911,0,0.016668,-0.99976,-0.013509,0,-0.831005,-0.006339,-0.55623,0,0.294784,0.110757,0.059539,1,-0.207173,1.025604,0.148031,0.024224,0.020213,0.751123,-2.953528,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316547,0.672822,0.517337,-0.410677,-2.285898,0.366683,1.743082,0.702135,0.555997,0.020499,-0.83092,0,0.016675,-0.99976,-0.013506,0,-0.831014,-0.006346,-0.556216,0,0.294896,0.110779,0.059549,1,-0.206154,1.025807,0.148047,0.024129,0.072443,0.699758,-2.880207,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316548,0.672775,0.51754,-0.41069,-2.285487,0.366684,1.74284,0.70214,0.555986,0.020498,-0.830927,0,0.016681,-0.99976,-0.013502,0,-0.831021,-0.006354,-0.556205,0,0.295011,0.1108,0.059557,1,-0.205116,1.026,0.148062,0.024034,0.133932,0.634312,-2.815344,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316549,0.67272,0.517749,-0.410704,-2.285085,0.366687,1.742607,0.702151,0.555972,0.020479,-0.830937,0,0.016669,-0.99976,-0.013486,0,-0.83103,-0.006354,-0.556191,0,0.295122,0.110816,0.059562,1,-0.204104,1.026145,0.148077,0.023944,0.199,0.583766,-2.751968,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316550,0.672677,0.517951,-0.41071,-2.284682,0.366686,1.742374,0.702156,0.555961,0.020484,-0.830944,0,0.016686,-0.99976,-0.013481,0,-0.831037,-0.006371,-0.55618,0,0.295232,0.110839,0.059569,1,-0.203101,1.026356,0.148092,0.023851,0.2675,0.56689,-2.684129,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316551,0.672629,0.518152,-0.410722,-2.284274,0.366688,1.742138,0.702164,0.555954,0.020481,-0.830949,0,0.01669,-0.99976,-0.013475,0,-0.831042,-0.006377,-0.556174,0,0.295347,0.110861,0.059577,1,-0.202062,1.026552,0.148107,0.023757,0.337179,0.567597,-2.622935,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316552,0.672581,0.518355,-0.410737,-2.28386,0.366687,1.741892,0.702174,0.555943,0.020474,-0.830956,0,0.016692,-0.99976,-0.013466,0,-0.831049,-0.006384,-0.556162,0,0.295462,0.110881,0.059586,1,-0.201016,1.026737,0.148122,0.023663,0.398469,0.570429,-2.577695,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316553,0.672534,0.518558,-0.410749,-2.283455,0.366684,1.741654,0.702173,0.555931,0.020478,-0.830965,0,0.016704,-0.99976,-0.013463,0,-0.831057,-0.006397,-0.55615,0,0.295574,0.110901,0.059594,1,-0.199998,1.026914,0.148136,0.023572,0.445825,0.584019,-2.556203,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316554,0.672487,0.518764,-0.41077,-2.283039,0.366684,1.741425,0.702188,0.555935,0.020462,-0.830962,0,0.0167,-0.999761,-0.013445,0,-0.831054,-0.006403,-0.556154,0,0.295693,0.110919,0.059601,1,-0.19891,1.027081,0.148151,0.023477,0.474487,0.607934,-2.55723,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
